,sl.no.,correct,QuestionLink,direction,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
293,29,b,https://i.imgur.com/IEertNW.png,,https://i.imgur.com/91lGMp6.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
294,30,a,https://i.imgur.com/FXc93EL.png,,https://i.imgur.com/FFu8URT.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
295,31,d,https://i.imgur.com/1TYTzyl.png,,https://i.imgur.com/9NF6bfX.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
296,32,c,https://i.imgur.com/pmHtYcM.png,,https://i.imgur.com/005Vt5W.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
297,33,c,https://i.imgur.com/3qbmFSC.png,,https://i.imgur.com/EdosYpk.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
298,34,a,https://i.imgur.com/Jlefr3C.png,,https://i.imgur.com/bivtr38.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
299,35,c,https://i.imgur.com/SXEKO3j.png,,https://i.imgur.com/uzs8MPU.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
300,36,b,https://i.imgur.com/pRq5fC3.png,,https://i.imgur.com/bYDgblE.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
301,37,d,https://i.imgur.com/P5Scsox.png,,https://i.imgur.com/x6FyTMG.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
302,38,c,https://i.imgur.com/0xdcfhl.png,,https://i.imgur.com/GkTe8bh.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
303,39,a,https://i.imgur.com/aYY3yYB.png,,https://i.imgur.com/F76rsbl.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
304,40,a,https://i.imgur.com/tmGB8Yq.png,,https://i.imgur.com/4agVQOC.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
305,41,d,https://i.imgur.com/0IAL4le.png,,https://i.imgur.com/oMkeS2Q.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
306,42,c,https://i.imgur.com/yLUNc7B.png,,https://i.imgur.com/UH37D85.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
307,43,d,https://i.imgur.com/yZxQMd8.png,,https://i.imgur.com/lmFvu6y.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
308,44,b,https://i.imgur.com/yy7l57o.png,,https://i.imgur.com/x5catST.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
309,45,a,https://i.imgur.com/wqHDhbb.png,,https://i.imgur.com/7n60qmJ.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
310,46,b,https://i.imgur.com/hqr8NOt.png,,https://i.imgur.com/UOXQnbx.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
311,47,a,https://i.imgur.com/HO2QiPE.png,,https://i.imgur.com/lCN5xnM.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
312,48,b,https://i.imgur.com/6SjkGgo.png,,https://i.imgur.com/jtKaZQi.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
313,49,d,https://i.imgur.com/ItTMmzk.png,,https://i.imgur.com/XFIkMok.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
314,50,a,https://i.imgur.com/KDc5fSF.png,,https://i.imgur.com/17va6g8.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
315,51,d,https://i.imgur.com/v3XHCWj.png,,https://i.imgur.com/iWPy3Oz.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
316,52,b,https://i.imgur.com/8QsoZu6.png,,https://i.imgur.com/63M5sqe.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
317,53,c,https://i.imgur.com/SjVJBvA.png,,https://i.imgur.com/QiHe3rA.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
318,54,a,https://i.imgur.com/W24ug6m.png,,https://i.imgur.com/eQb19h5.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
319,55,d,https://i.imgur.com/1k6cTZA.png,,https://i.imgur.com/KIVx0pk.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
320,56,b,https://i.imgur.com/Lrtyl2P.png,,https://i.imgur.com/krM0Zt3.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
321,57,a,https://i.imgur.com/JvRndWx.png,,https://i.imgur.com/0wDjK2p.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
322,58,b,https://i.imgur.com/KwrVKER.png,,https://i.imgur.com/J1gQMWa.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
323,59,d,https://i.imgur.com/blWkmLe.png,,https://i.imgur.com/yLVfTXa.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
324,60,d,https://i.imgur.com/plnjHgZ.png,,https://i.imgur.com/gWH4vXV.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
325,61,a,https://i.imgur.com/8vmMzvX.png,,https://i.imgur.com/uSLhmoj.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
326,62,b,https://i.imgur.com/vEeg0P4.png,,https://i.imgur.com/tCXhlWV.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
327,63,c,https://i.imgur.com/hYUrPkM.png,,https://i.imgur.com/TevRdZG.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
328,64,d,https://i.imgur.com/LCYByAw.png,,https://i.imgur.com/stNrkln.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
329,65,b,https://i.imgur.com/v4Z6QCU.png,,https://i.imgur.com/TCdNVzK.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
330,66,b,https://i.imgur.com/7pxbaDl.png,,https://i.imgur.com/ZB2lyKk.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
331,67,d,https://i.imgur.com/qkdUAZe.png,,https://i.imgur.com/S6uXE9w.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
332,68,d,https://i.imgur.com/CvC3e6a.png,,https://i.imgur.com/NNEmU31.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
333,69,b,https://i.imgur.com/8ucPsby.png,,https://i.imgur.com/FXUbA0j.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
334,70,c,https://i.imgur.com/TZU460O.png,,https://i.imgur.com/afECcNG.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
335,71,b,https://i.imgur.com/tmM2KV9.png,,https://i.imgur.com/ceMXHGv.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
336,72,b,https://i.imgur.com/EmHSumN.png,,https://i.imgur.com/iLs2DKp.png,EngineeringDrawingLocopilot,A,B,C,D,5.1,ALP,Hindi,RRB,Projection And View
337,1,c,https://i.imgur.com/gOMmUlB.png,,https://i.imgur.com/dRl9woq.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
338,2,a,https://i.imgur.com/TxHD3Mk.png,,https://i.imgur.com/HbdfFDY.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
339,3,b,https://i.imgur.com/X5Ez87a.png,,https://i.imgur.com/ywRPedl.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
340,4,a,https://i.imgur.com/DDabXfr.png,,https://i.imgur.com/VNv8HLK.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
341,5,d,https://i.imgur.com/E34psUw.png,,https://i.imgur.com/vzOwzfP.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
342,6,d,https://i.imgur.com/KPmzEnm.png,,https://i.imgur.com/mMmjs1I.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
343,7,b,https://i.imgur.com/oquEwe9.png,,https://i.imgur.com/0ph3isI.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
344,8,a,https://i.imgur.com/Vhc6DQE.png,,https://i.imgur.com/2MQurUI.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
345,9,c,https://i.imgur.com/MhNTqnR.png,,https://i.imgur.com/HE7QbvC.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
346,10,a,https://i.imgur.com/57hzBEL.png,,https://i.imgur.com/6RiVhfX.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
347,11,b,https://i.imgur.com/WsBHL3H.png,,https://i.imgur.com/S8FtOT8.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
348,12,c,https://i.imgur.com/CB36aAg.png,,https://i.imgur.com/r3vhHMB.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
349,13,c,https://i.imgur.com/5rvuXBv.png,,https://i.imgur.com/edBbc9j.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
350,14,b,https://i.imgur.com/9PbMIRp.png,,https://i.imgur.com/tb9ZNmr.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
351,15,d,https://i.imgur.com/KgJYi78.png,,https://i.imgur.com/xLco9Fk.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
352,16,c,https://i.imgur.com/fP6ZaqV.png,,https://i.imgur.com/2KfwhMh.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
353,17,a,https://i.imgur.com/HTJEwwM.png,,https://i.imgur.com/PocU6an.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
354,18,c,https://i.imgur.com/MTbT5RC.png,,https://i.imgur.com/A4NCdlh.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
355,19,a,https://i.imgur.com/Kww3taW.png,,https://i.imgur.com/NmZRZv7.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
356,20,c,https://i.imgur.com/RneiVzI.png,,https://i.imgur.com/gWdYHen.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
357,21,d,https://i.imgur.com/skDCZpy.png,,https://i.imgur.com/qHXHUuF.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
358,22,a,https://i.imgur.com/eUEBLJG.png,,https://i.imgur.com/foyATIX.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
359,23,c,https://i.imgur.com/5AFuZu8.png,,https://i.imgur.com/SymVPxL.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
360,24,d,https://i.imgur.com/c9yQycz.png,,https://i.imgur.com/xLqb68t.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
361,25,d,https://i.imgur.com/RrNVoIP.png,,https://i.imgur.com/mUvYTWU.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
362,26,a,https://i.imgur.com/1Z9oyqd.png,,https://i.imgur.com/oX29Z1m.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
363,27,b,https://i.imgur.com/veEjL83.png,,https://i.imgur.com/AkUZkOA.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
364,28,c,https://i.imgur.com/TM4kmGT.png,,https://i.imgur.com/ZhDijSY.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
365,29,d,https://i.imgur.com/G2hhvWo.png,,https://i.imgur.com/fqPiQLD.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
366,30,b,https://i.imgur.com/p4CrFNK.png,,https://i.imgur.com/GAAOXmY.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
367,31,c,https://i.imgur.com/96S1ix3.png,,https://i.imgur.com/9Aumq90.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
368,32,d,https://i.imgur.com/uAyavux.png,,https://i.imgur.com/ERgwzkW.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
369,33,b,https://i.imgur.com/VYmDtGM.png,,https://i.imgur.com/2Ttgs9K.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
370,34,b,https://i.imgur.com/lZa3vT5.png,,https://i.imgur.com/UYrDsBB.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
371,35,a,https://i.imgur.com/ZHqIZ39.png,,https://i.imgur.com/ztJLng0.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
372,36,d,https://i.imgur.com/KFNuQj9.png,,https://i.imgur.com/xhtJq7c.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
373,37,b,https://i.imgur.com/NAlCWiF.png,,https://i.imgur.com/5554KhU.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
374,38,a,https://i.imgur.com/hGl9EC5.png,,https://i.imgur.com/03ab2s6.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
375,39,a,https://i.imgur.com/5TfhnqA.png,,https://i.imgur.com/ZrCEIXe.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
376,40,c,https://i.imgur.com/n2YFg9R.png,,https://i.imgur.com/H7AlcuY.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
377,41,a,https://i.imgur.com/I6D4Wox.png,,https://i.imgur.com/mQDHQ2U.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
378,42,b,https://i.imgur.com/0BmRDN3.png,,https://i.imgur.com/CuMUJGh.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
379,43,c,https://i.imgur.com/PllFK5Y.png,,https://i.imgur.com/aYzOmSn.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
380,44,c,https://i.imgur.com/QAgapQt.png,,https://i.imgur.com/JznnWJP.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
381,45,a,https://i.imgur.com/ovvjzHI.png,,https://i.imgur.com/d6ypDQN.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
382,46,a,https://i.imgur.com/wKcSPl4.png,,https://i.imgur.com/LWlcl4C.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
383,47,c,https://i.imgur.com/PAhQ8wz.png,,https://i.imgur.com/fzXzKqD.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
384,48,a,https://i.imgur.com/oV0C7Hk.png,,https://i.imgur.com/x96DwFd.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
385,49,c,https://i.imgur.com/pwGhxBc.png,,https://i.imgur.com/XMZOZbu.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
386,50,c,https://i.imgur.com/BJBarlf.png,,https://i.imgur.com/2FMrH0c.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
387,51,b,https://i.imgur.com/rzStyvi.png,,https://i.imgur.com/QAsya5Q.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
388,52,a,https://i.imgur.com/kOIwLdf.png,,https://i.imgur.com/w5Df1xc.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
389,53,b,https://i.imgur.com/A7uBjwT.png,,https://i.imgur.com/D3cd1oe.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
390,54,a,https://i.imgur.com/xgT2D3g.png,,https://i.imgur.com/8jT9NYF.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
391,55,a,https://i.imgur.com/hMntBHz.png,,https://i.imgur.com/y24yphe.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
392,56,a,https://i.imgur.com/F7UDBCr.png,,https://i.imgur.com/1Qs5Fve.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
393,57,a,https://i.imgur.com/KahhbFn.png,,https://i.imgur.com/6FBlKVS.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
394,58,b,https://i.imgur.com/Z9YbYaz.png,,https://i.imgur.com/RVsV3RX.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
395,59,a,https://i.imgur.com/n5bNZF8.png,,https://i.imgur.com/fA4ij9R.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
396,60,a,https://i.imgur.com/0tzzm5A.png,,https://i.imgur.com/E1PWMh0.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
397,61,d,https://i.imgur.com/sB7ELvB.png,,https://i.imgur.com/wWzvAmK.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
398,62,b                 ,https://i.imgur.com/7VOupXD.png,,https://i.imgur.com/QPZG1Sm.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
399,63,a,https://i.imgur.com/e3LHCC6.png,,https://i.imgur.com/sDWa6fP.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
400,64,b,https://i.imgur.com/rwLYfmr.png,,https://i.imgur.com/oRcsLHo.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
401,65,b,https://i.imgur.com/p6rN7aj.png,,https://i.imgur.com/13hLZFZ.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
402,66,b,https://i.imgur.com/2cB9ovK.png,,https://i.imgur.com/6xw1frP.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
403,67,b,https://i.imgur.com/TwL22LX.png,,https://i.imgur.com/29JE5Tl.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
404,68,b,https://i.imgur.com/PshOu9P.png,,https://i.imgur.com/kNsVVus.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
405,69,c,https://i.imgur.com/mrCNxnD.png,,https://i.imgur.com/z5St85f.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
406,70,a,https://i.imgur.com/L0WNy3U.png,,https://i.imgur.com/BLUeTmB.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
407,71,b,https://i.imgur.com/mrYgpJq.png,,https://i.imgur.com/CofsP5O.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
408,72,d,https://i.imgur.com/ONdvK4F.png,,https://i.imgur.com/XvJgEmV.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
409,73,b,https://i.imgur.com/o2Mfl0X.png,,https://i.imgur.com/OWZ8FN6.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
410,74,b,https://i.imgur.com/8nFTjx7.png,,https://i.imgur.com/xRq09EV.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
411,75,c,https://i.imgur.com/5Q2K0qP.png,,https://i.imgur.com/7vLMknJ.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
412,76,b,https://i.imgur.com/5FtYPZa.png,,https://i.imgur.com/74RoBww.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
413,77,b,https://i.imgur.com/SyunfZk.png,,https://i.imgur.com/kuBBbPq.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
414,78,a,https://i.imgur.com/v5reGRC.png,,https://i.imgur.com/jOByVZO.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
415,79,c,https://i.imgur.com/6qwxjbr.png,,https://i.imgur.com/KPbSeyi.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
416,80,d,https://i.imgur.com/57zQ2Ke.png,,https://i.imgur.com/cyW3Wis.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
417,81,c,https://i.imgur.com/Sndy0Md.png,,https://i.imgur.com/ZIgzwxS.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
418,82,b,https://i.imgur.com/9okJQM2.png,,https://i.imgur.com/ORGeaKF.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
419,83,b,https://i.imgur.com/aMFIUwx.png,,https://i.imgur.com/EQK3Jr8.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
420,84,a,https://i.imgur.com/iQcMdMb.png,,https://i.imgur.com/DOVxhcC.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
421,85,a,https://i.imgur.com/GxoQd5u.png,,https://i.imgur.com/yPxgMo6.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
422,86,c,https://i.imgur.com/z2aTvC1.png,,https://i.imgur.com/YXZQBs4.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
423,87,b,https://i.imgur.com/TuaCTjI.png,,https://i.imgur.com/sf1WqCB.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
424,88,c,https://i.imgur.com/5BfrNVk.png,,https://i.imgur.com/lczMXNW.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
425,89,a,https://i.imgur.com/yaTrsNW.png,,https://i.imgur.com/KSyuRDR.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
426,90,c,https://i.imgur.com/5I3Eyuc.png,,https://i.imgur.com/FYnIMpA.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
427,91,b,https://i.imgur.com/DFepPRd.png,,https://i.imgur.com/QSXQpMT.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
428,92,d  ,https://i.imgur.com/s56wqRQ.png,,https://i.imgur.com/UXAOoZP.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
429,93,c,https://i.imgur.com/sYLY0mu.png,,https://i.imgur.com/9NRnfSZ.png,EngineeringDrawingLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Symbolic Representation
