sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
1,4,https://i.imgur.com/hYyIvaf.png,,"2,27",https://i.imgur.com/wGipVmI.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
2,3,https://i.imgur.com/7Nc4rxe.png,,22,https://i.imgur.com/KJZh5MQ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
3,4,https://i.imgur.com/r3HaDMx.png,,49,https://i.imgur.com/v4pU5b6.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
4,3,https://i.imgur.com/3AvdYqj.png,,15,https://i.imgur.com/l2RRI8b.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
5,3,https://i.imgur.com/ksi7M9E.png,,49,https://i.imgur.com/iOOU52n.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
6,1,https://i.imgur.com/Q8Fc6F4.png,,49,https://i.imgur.com/19kTLxb.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
8,2,https://i.imgur.com/GnXYuxx.png,,49,https://i.imgur.com/blmK7CM.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
9,2,https://i.imgur.com/qX2P01k.png,,49,https://i.imgur.com/eRrkH4m.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
10,4,https://i.imgur.com/nvzbL1H.png,,11,https://i.imgur.com/3j5gCr6.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
11,1,https://i.imgur.com/jdftaRI.png,,39,https://i.imgur.com/2C12jzJ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
12,3,https://i.imgur.com/45DgL0Q.png,,49,https://i.imgur.com/Zgl7Tn1.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
13,2,https://i.imgur.com/mklARWh.png,,49,https://i.imgur.com/gjHGphE.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
14,1,https://i.imgur.com/yR9r3qA.png,,49,https://i.imgur.com/EfSJVTE.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
15,4,https://i.imgur.com/4RAGTnL.png,,49,https://i.imgur.com/ZCVee3U.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
16,4,https://i.imgur.com/zOOu7jW.png,,49,https://i.imgur.com/Nh8TK5l.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
17,1,https://i.imgur.com/JU3TZxy.png,,"6,7",https://i.imgur.com/d6idyBK.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
18,3,https://i.imgur.com/CUI8geb.png,,"6,7",https://i.imgur.com/At4iPzc.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
19,1,https://i.imgur.com/ol6ZtfL.png,,19,https://i.imgur.com/8Q9vxGU.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
20,4,https://i.imgur.com/dIHMSjJ.png,,27,https://i.imgur.com/ahypLId.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
21,1,https://i.imgur.com/AYkEO4v.png,,"28,29",https://i.imgur.com/rzEG1YV.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
22,3,https://i.imgur.com/NgzB5Ad.png,,49,https://i.imgur.com/GDldpWv.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
23,2,https://i.imgur.com/JqdrxnX.png,,6,https://i.imgur.com/zwX0b1L.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
24,3,https://i.imgur.com/wldLXXQ.png,,39,https://i.imgur.com/dT3l7Rd.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
25,2,https://i.imgur.com/bo56DnZ.png,,39,https://i.imgur.com/u8XKWNz.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
26,4,https://i.imgur.com/0pOaC02.png,,39,https://i.imgur.com/AflDiS7.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
27,4,https://i.imgur.com/c5iADhL.png,,19,https://i.imgur.com/ueTHCUj.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
28,4,https://i.imgur.com/QJMWnHd.png,,27,https://i.imgur.com/NuGfNeT.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
29,1,https://i.imgur.com/D3WGJJ0.png,,39,https://i.imgur.com/2E3iQbs.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
30,2,https://i.imgur.com/txXzHkn.png,,39,https://i.imgur.com/tlfmFMp.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
31,4,https://i.imgur.com/J6mNAjc.png,,6,https://i.imgur.com/fjQ0SFT.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
32,4,https://i.imgur.com/RwIL6kk.png,,39,https://i.imgur.com/3ETJI4t.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
33,3,https://i.imgur.com/AU25Xix.png,,49,https://i.imgur.com/gGM9oWw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
34,2,https://i.imgur.com/3SO3nmT.png,,39,https://i.imgur.com/by0YVla.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
35,3,https://i.imgur.com/5SSt4QO.png,,14,https://i.imgur.com/cbMemtu.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
36,3,https://i.imgur.com/qdozdVG.png,,18,https://i.imgur.com/T1BhPpy.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
38,4,https://i.imgur.com/RUJNOvk.png,,6,https://i.imgur.com/iVEXHaD.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
39,2,https://i.imgur.com/fP8s2FH.png,,39,https://i.imgur.com/4e8Hkrr.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
40,3,https://i.imgur.com/ArYHhsQ.png,,18,https://i.imgur.com/FEGCW0u.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
41,4,https://i.imgur.com/I2IO8K1.png,,39,https://i.imgur.com/JHRYomF.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
42,4,https://i.imgur.com/CtxfxSK.png,,39,https://i.imgur.com/rgS85EP.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
43,4,https://i.imgur.com/oNIzLVX.png,,18,https://i.imgur.com/Bzl4dpw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
44,3,https://i.imgur.com/ZRS2lGy.png,,"6,18",https://i.imgur.com/VDvZGfk.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
45,3,https://i.imgur.com/xkyVc1f.png,,39,https://i.imgur.com/NxqULKS.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
46,1,https://i.imgur.com/8VytBeQ.png,,49,https://i.imgur.com/RDoAmzw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
47,4,https://i.imgur.com/CauDWwr.png,,18,https://i.imgur.com/koshKoe.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
48,3,https://i.imgur.com/kHsbzsI.png,,"29,30",https://i.imgur.com/lTqDf13.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
49,3,https://i.imgur.com/xePGEwG.png,,"29,30",https://i.imgur.com/lNrTRQi.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
50,2,https://i.imgur.com/FLq2gAU.png,,30,https://i.imgur.com/v9FGafW.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
51,2,https://i.imgur.com/o0te2H8.png,,"29,30",https://i.imgur.com/qHPSRhG.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
52,1,https://i.imgur.com/7ovamQ4.png,,49,https://i.imgur.com/ETbFV4L.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
53,2,https://i.imgur.com/UJeowBz.png,,49,https://i.imgur.com/kcLLONz.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
54,2,https://i.imgur.com/y55zPLV.png,,39,https://i.imgur.com/72K1jAg.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
55,4,https://i.imgur.com/HL0JuUh.png,,39,https://i.imgur.com/S4M0j9R.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
56,2,https://i.imgur.com/gm4yyeg.png,,10,https://i.imgur.com/DtQCmI3.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
57,4,https://i.imgur.com/lEfRUUa.png,,13,https://i.imgur.com/O46FMgi.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
58,3,https://i.imgur.com/erMzzlE.png,,11,https://i.imgur.com/mYWUxV3.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
59,1,https://i.imgur.com/C25AYsO.png,,18,https://i.imgur.com/uRNPesQ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
60,2,https://i.imgur.com/l7yJjzc.png,,49,https://i.imgur.com/JbTh0di.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
61,2,https://i.imgur.com/oZkKGP1.png,,39,https://i.imgur.com/dO9oQx6.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
62,3,https://i.imgur.com/UEijs6D.png,,49,https://i.imgur.com/0joDERC.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
63,1,https://i.imgur.com/hK4cVSP.png,,39,https://i.imgur.com/BsYEwt1.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
64,1,https://i.imgur.com/2alSF76.png,,39,https://i.imgur.com/FZcbrVz.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
65,1,https://i.imgur.com/G5uDdvG.png,,39,https://i.imgur.com/L2p69ab.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
66,1,https://i.imgur.com/gL8pCol.png,,6,https://i.imgur.com/hSHmDfF.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
67,1,https://i.imgur.com/3Ipt5ja.png,,20,https://i.imgur.com/VZPDpSD.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
68,3,https://i.imgur.com/rSwlnda.png,,13,https://i.imgur.com/X6gPUxy.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
69,2,https://i.imgur.com/yGZhCcN.png,,49,https://i.imgur.com/isHWlQu.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
70,1,https://i.imgur.com/2lQKMsp.png,,42,https://i.imgur.com/NRydJjz.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
71,1,https://i.imgur.com/ZivAydl.png,,6,https://i.imgur.com/xK8WeL1.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
72,2,https://i.imgur.com/dfnBrXs.png,,"42,43,44",https://i.imgur.com/QrW3z32.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
73,2,https://i.imgur.com/fORjyId.png,,45,https://i.imgur.com/daEbgaw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
74,2,https://i.imgur.com/HPyg5X7.png,,46,https://i.imgur.com/tygSX1N.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
75,1,https://i.imgur.com/u6bfbp1.png,,47,https://i.imgur.com/kNAvBvr.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
76,2,https://i.imgur.com/fV3Wxr8.png,,46,https://i.imgur.com/FtRLnJp.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
77,2,https://i.imgur.com/w9jzc1a.png,,48,https://i.imgur.com/yucqCRM.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
79,2,https://i.imgur.com/5vRFe1Q.png,,30,https://i.imgur.com/zJ7M7hY.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
80,1,https://i.imgur.com/YnjO4hy.png,,39,https://i.imgur.com/Dpspwvg.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
82,1,https://i.imgur.com/tiP2UDn.png,,16,https://i.imgur.com/gPBiuDv.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
83,2,https://i.imgur.com/I3ydGen.png,,19,https://i.imgur.com/bxvkfzf.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
84,3,https://i.imgur.com/zkYaJhH.png,,49,https://i.imgur.com/axZJXjH.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
85,1,https://i.imgur.com/b2jV4O0.png,,"6,18",https://i.imgur.com/PqTZaiq.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
