,sl.no.,correct,Question_link,direction,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,sources,name
393,78,b,https://i.imgur.com/K489rsQ.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
394,79,d,https://i.imgur.com/IJI87Ky.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
395,80,c,https://i.imgur.com/HsFbxha.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
396,81,d,https://i.imgur.com/7s4pVB9.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
397,82,d,https://i.imgur.com/CqYbzdV.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
398,83,a,https://i.imgur.com/MXnCVcm.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
399,85,d,https://i.imgur.com/k3XmZHB.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
400,86,c,https://i.imgur.com/X5wCRn3.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
401,87,a,https://i.imgur.com/xw7Ncv8.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
402,88,a,https://i.imgur.com/l5ljda5.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
403,89,a,https://i.imgur.com/PGYJmPq.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
404,90,b,https://i.imgur.com/6bMgBry.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
405,92,a,https://i.imgur.com/knrnkPD.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
406,93,d,https://i.imgur.com/oBS2BJC.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
407,94,c,https://i.imgur.com/Wy9ZoTW.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
408,95,a,https://i.imgur.com/yOxgfyW.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
409,96,c,https://i.imgur.com/UUlBc9G.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
410,97,b,https://i.imgur.com/ubMB5lc.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
411,98,b,https://i.imgur.com/2UN47dc.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
412,99,b,https://i.imgur.com/AFK7d3f.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
413,100,c,https://i.imgur.com/XFZyMbr.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
414,101,d,https://i.imgur.com/V8JP85s.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
415,102,c,https://i.imgur.com/47DU05x.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
416,103,a,https://i.imgur.com/aLHvZPA.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
417,104,a,https://i.imgur.com/AU1jogp.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
418,105,a,https://i.imgur.com/C3mm2Kz.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
419,106,d,https://i.imgur.com/uu1ODPV.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
420,107,a,https://i.imgur.com/y0RUb9f.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
421,108,c,https://i.imgur.com/wou9TJI.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
422,109,c,https://i.imgur.com/8LMCnwJ.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
423,110,d,https://i.imgur.com/Y98slxA.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
424,111,a,https://i.imgur.com/7EMpWJc.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
425,112,d,https://i.imgur.com/HyQVYLv.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
426,113,d,https://i.imgur.com/qLZTzvZ.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
427,114,b,https://i.imgur.com/XnqXXxc.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
428,115,d,https://i.imgur.com/RxOYYLk.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
429,116,c,https://i.imgur.com/ZWdm0Ye.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
430,117,d,https://i.imgur.com/gLMHE5R.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
431,118,c,https://i.imgur.com/voLdgIt.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
432,119,b,https://i.imgur.com/MqaBtjz.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
433,120,c,https://i.imgur.com/JKzIff9.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
434,122,d,https://i.imgur.com/BhdSFyv.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
435,123,a,https://i.imgur.com/cvomope.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
436,124,b,https://i.imgur.com/tY2khrs.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
437,125,c,https://i.imgur.com/zYgkMZF.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
438,126,d,https://i.imgur.com/k62EYaK.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
439,127,a,https://i.imgur.com/Ssd8lRd.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
440,128,d,https://i.imgur.com/ahcs8L8.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
441,129,c,https://i.imgur.com/hII2sSJ.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
442,130,c,https://i.imgur.com/fihHmMT.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
443,131,b,https://i.imgur.com/tYbiP6D.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
444,132,d,https://i.imgur.com/7siK9Uy.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
445,133,a,https://i.imgur.com/Y0EDPmX.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
446,134,c,https://i.imgur.com/IgLpcXd.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
447,135,b,https://i.imgur.com/YgMs7ru.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
448,137,c,https://i.imgur.com/JIc9Tsa.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
449,138,b,https://i.imgur.com/7i2QWVY.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
450,139,c,https://i.imgur.com/FWA3UjM.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
451,140,c,https://i.imgur.com/BaMAT3e.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
452,141,b,https://i.imgur.com/yXCuJWP.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
453,142,a,https://i.imgur.com/m9Ox89n.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
454,143,d,https://i.imgur.com/v47YJoU.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
455,145,d,https://i.imgur.com/Q0szIHZ.png,,,locopilot_electrical,A,B,C,D,E,7.1,ALP,Hindi,RBD,DC MOTOR
456,1,a,https://i.imgur.com/id9hx5K.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
457,2,a,https://i.imgur.com/rmWe5Df.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
458,3,d,https://i.imgur.com/isKsBvY.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
459,4,b,https://i.imgur.com/spw6QOa.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
460,5,d,https://i.imgur.com/SC2WD3i.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
461,6,d,https://i.imgur.com/wVaQcbb.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
462,8,d,https://i.imgur.com/4rzR4qg.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
463,9,b,https://i.imgur.com/loFjDvW.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
464,10,a,https://i.imgur.com/93qCL0z.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
465,11,d,https://i.imgur.com/nV8abUj.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
466,12,d,https://i.imgur.com/9xQNkiP.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
467,13,b,https://i.imgur.com/TCnZGEx.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
468,14,b,https://i.imgur.com/1amAEPc.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
469,15,a,https://i.imgur.com/Z48QAX0.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
470,16,b,https://i.imgur.com/bR0BFfZ.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
471,17,a,https://i.imgur.com/RuWyP6v.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
472,18,c,https://i.imgur.com/cdsnOAs.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
473,19,a,https://i.imgur.com/vyqoPws.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
474,20,c,https://i.imgur.com/PkDYXEX.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
475,21,c,https://i.imgur.com/SPzBHxb.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
476,22,a,https://i.imgur.com/FU5aNZP.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
477,23,b,https://i.imgur.com/cQhpa2O.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
478,24,a,https://i.imgur.com/n0OtUir.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
479,25,a,https://i.imgur.com/PP870pq.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
480,26,b,https://i.imgur.com/GdXckIz.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
481,27,c,https://i.imgur.com/2i6z0RF.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
482,28,c,https://i.imgur.com/OYjowmy.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
483,29,d,https://i.imgur.com/2Ar2lAe.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
484,30,a,https://i.imgur.com/b4Govm1.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
485,31,a,https://i.imgur.com/c6rEFmA.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
486,32,b,https://i.imgur.com/YLcaKWk.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
487,33,c,https://i.imgur.com/VEVCO4g.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
488,34,a,https://i.imgur.com/PpP1SgO.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
489,35,d,https://i.imgur.com/LOrDiFl.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
490,36,b,https://i.imgur.com/6MLnSSJ.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
491,37,b,https://i.imgur.com/7vhjFEh.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
492,38,c,https://i.imgur.com/MmBd1Zs.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
493,39,a,https://i.imgur.com/aVQU44S.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
494,40,d,https://i.imgur.com/y5QHif8.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
495,41,a,https://i.imgur.com/hfXYQEW.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
496,42,b,https://i.imgur.com/EM6eaBE.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
497,43,a,https://i.imgur.com/rQDwA9P.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
498,44,d,https://i.imgur.com/pelQwlv.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
499,45,c,https://i.imgur.com/cXyXyF5.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
500,46,b,https://i.imgur.com/SAZcvfa.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
501,47,a,https://i.imgur.com/9VEEahQ.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
502,48,d,https://i.imgur.com/JJoq0la.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
503,49,a,https://i.imgur.com/irX1lKz.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
504,50,a,https://i.imgur.com/ZHf9T0S.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
505,51,b,https://i.imgur.com/PJ87yUM.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
506,52,a,https://i.imgur.com/hhbnJ7w.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
507,53,d,https://i.imgur.com/v3AWxby.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
508,54,c,https://i.imgur.com/nsGoLCF.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
509,55,b,https://i.imgur.com/xHaB0Hu.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
510,56,b,https://i.imgur.com/KFfZEx2.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
511,57,d,https://i.imgur.com/dMj3j97.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
512,58,a,https://i.imgur.com/EZO591D.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
513,59,d,https://i.imgur.com/yh7BxlW.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
514,60,c,https://i.imgur.com/mr9hveo.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
515,61,b,https://i.imgur.com/XxlWfRt.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
516,62,d,https://i.imgur.com/zR5nVTo.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
517,64,d,https://i.imgur.com/tEANPfa.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
518,65,b,https://i.imgur.com/lFWldnv.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
519,66,d,https://i.imgur.com/9Vm4Mb2.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
520,67,a,https://i.imgur.com/86GJcvU.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
521,68,a,https://i.imgur.com/B8xrx7m.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
522,69,a,https://i.imgur.com/qWQm9Vl.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
523,70,b,https://i.imgur.com/R6uZfhX.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
524,71,c,https://i.imgur.com/E797QN6.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
525,72,d,https://i.imgur.com/lTEo5uL.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
526,73,c,https://i.imgur.com/5y6HvuU.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
527,74,d,https://i.imgur.com/DVLrraj.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
528,75,b,https://i.imgur.com/EI8xYkr.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
529,76,c,https://i.imgur.com/6IJUvXV.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
530,77,c,https://i.imgur.com/37yA5MH.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
531,78,d,https://i.imgur.com/VMEVivJ.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
532,79,c,https://i.imgur.com/uNGOmPq.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
533,80,a,https://i.imgur.com/WEUyGza.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
534,81,d,https://i.imgur.com/juX3znB.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
535,82,a,https://i.imgur.com/18UbUja.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
536,84,c,https://i.imgur.com/5ABu0Hm.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
537,85,a,https://i.imgur.com/fsMhryg.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
538,86,a,https://i.imgur.com/PfkGlny.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
539,87,d,https://i.imgur.com/tCGPOEO.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
540,88,b,https://i.imgur.com/IuVslY6.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
541,89,b,https://i.imgur.com/Adqz7G2.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
542,91,c,https://i.imgur.com/hPiHPuO.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
543,92,b,https://i.imgur.com/Ow0zd5S.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
544,93,a,https://i.imgur.com/kMONp3q.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
545,94,a,https://i.imgur.com/vHZ43MS.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
546,95,a,https://i.imgur.com/rs3aD0I.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
547,96,b,https://i.imgur.com/Gyt4o8m.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
548,97,a,https://i.imgur.com/euw0Wqk.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
549,98,c,https://i.imgur.com/qJMXXt3.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
550,99,c,https://i.imgur.com/kRc8kuH.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
551,100,c,https://i.imgur.com/lkbXHVY.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
552,101,d,https://i.imgur.com/SQOvbSa.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
553,102,d,https://i.imgur.com/ImAPp2N.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
554,103,a,https://i.imgur.com/DTiFzH5.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
555,104,c,https://i.imgur.com/NwZnDwJ.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
556,105,b,https://i.imgur.com/UeWmBfJ.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
557,106,d,https://i.imgur.com/BM6o7JT.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
558,107,d,https://i.imgur.com/K2hy32U.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
559,108,c,https://i.imgur.com/w4TQVTT.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
560,109,b,https://i.imgur.com/7S7AoGF.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
561,110,c,https://i.imgur.com/7e6664h.png,,,locopilot_electrical,A,B,C,D,E,21.1,ALP,Hindi,RBD,DC Theory
562,1,b,https://i.imgur.com/tnFHj2S.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
563,2,a,https://i.imgur.com/zKYFq2B.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
564,3,c,https://i.imgur.com/6YJnCrf.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
565,4,b,https://i.imgur.com/vJCWUVx.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
566,5,b,https://i.imgur.com/TAyTTu7.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
567,6,a,https://i.imgur.com/bIlt0UL.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
568,7,b,https://i.imgur.com/09ZWXRU.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
569,8,c,https://i.imgur.com/mxj9G3H.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
570,9,c,https://i.imgur.com/BhdMcgj.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
571,10,c,https://i.imgur.com/tLwxvTZ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
572,11,d,https://i.imgur.com/c9fJfGC.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
573,12,b,https://i.imgur.com/jogL6w1.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
574,13,b,https://i.imgur.com/UYxky0b.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
575,14,a,https://i.imgur.com/pvu0BwK.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
576,15,d,https://i.imgur.com/xpl9Omr.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
577,16,b,https://i.imgur.com/w4LIjra.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
578,18,b,https://i.imgur.com/pWAyWvw.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
579,19,b,https://i.imgur.com/PykW3AQ.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
580,20,b,https://i.imgur.com/6dgr9ZA.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
581,21,a,https://i.imgur.com/MirX6AL.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
582,22,d,https://i.imgur.com/4GDcbJo.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
583,23,b,https://i.imgur.com/rs39CLb.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
584,24,c,https://i.imgur.com/2XxQyWF.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
585,25,d,https://i.imgur.com/nwOtZsP.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
586,26,b,https://i.imgur.com/0UkUGW3.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
587,27,d,https://i.imgur.com/qBHt0Iu.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
588,28,d,https://i.imgur.com/M6sU4L8.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
589,29,a,https://i.imgur.com/pOrjcEu.png,,,locopilot_electrical,A,B,C,D,E,22.1,ALP,Hindi,RBD,Electromagnet
