sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,sources
22,c,https://i.imgur.com/fdOG8E6.png,,https://i.imgur.com/mkqmcD5.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
23,c,https://i.imgur.com/CLRHisD.png,,https://i.imgur.com/l4mVVdR.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
24,b,https://i.imgur.com/T60oSzP.png,,https://i.imgur.com/c6u5Kaf.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
25,c,https://i.imgur.com/X5m5C0Y.png,,https://i.imgur.com/dDVWxAE.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
27,a,https://i.imgur.com/lakBZqj.png,,https://i.imgur.com/WFSIJBY.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
28,a,https://i.imgur.com/BPYwmZL.png,,https://i.imgur.com/jm778ig.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
29,a,https://i.imgur.com/Q48tqp2.png,,https://i.imgur.com/yhe19Qn.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
30,b,https://i.imgur.com/FHwqp0O.png,,https://i.imgur.com/owrq53u.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
31,a,https://i.imgur.com/3tK7Bw9.png,,https://i.imgur.com/18Y5Kfi.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
32,d,https://i.imgur.com/SD26dc4.png,,https://i.imgur.com/3LT4OCV.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
33,b,https://i.imgur.com/VWXu6Sr.png,,https://i.imgur.com/ccfbboL.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
34,b,https://i.imgur.com/2mm0O0K.png,,https://i.imgur.com/3YWeBeF.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
36,c,https://i.imgur.com/mtmEqrw.png,,https://i.imgur.com/s2zIhvM.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
37,c,https://i.imgur.com/UwhhK2Q.png,https://i.imgur.com/jwWPG46.png,https://i.imgur.com/68F8vD9.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
38,b,https://i.imgur.com/KizrUxb.png,https://i.imgur.com/jwWPG46.png,https://i.imgur.com/nWOS6fA.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
39,d,https://i.imgur.com/XQLFMw6.png,https://i.imgur.com/jwWPG46.png,https://i.imgur.com/CE0BhxK.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
40,d,https://i.imgur.com/X6i0F24.png,,https://i.imgur.com/hM8h4cd.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
41,a,https://i.imgur.com/Vdtlmvs.png,,https://i.imgur.com/zJ0U9XD.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
42,a,https://i.imgur.com/1EPCvwk.png,,https://i.imgur.com/vbyQ5JS.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
43,c,https://i.imgur.com/ptQYKFK.png,,https://i.imgur.com/BsNQY2v.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
45,b,https://i.imgur.com/f1SuNSs.png,,https://i.imgur.com/mV1XDcu.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
46,c,https://i.imgur.com/2IhzUai.png,,https://i.imgur.com/ZujLwJQ.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
47,d,https://i.imgur.com/EQMK0Zr.png,,https://i.imgur.com/xDUSNWr.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
48,a,https://i.imgur.com/iX0S6iZ.png,,https://i.imgur.com/uhtDixi.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
49,c,https://i.imgur.com/UVtkSne.png,,https://i.imgur.com/qN8Vp1d.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
50,b,https://i.imgur.com/vIkRzxk.png,,https://i.imgur.com/8CMkFSy.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
51,b,https://i.imgur.com/H5Eo487.png,,https://i.imgur.com/jzc1VCW.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
53,d,https://i.imgur.com/gGpkGKj.png,,https://i.imgur.com/WBidEt6.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
54,d,https://i.imgur.com/unJp3PQ.png,,https://i.imgur.com/ZFvdg6g.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
55,c,https://i.imgur.com/BTV3Z9G.png,,https://i.imgur.com/GEkDEsp.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
56,d,https://i.imgur.com/nridefg.png,,https://i.imgur.com/7kzFxjT.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
57,c,https://i.imgur.com/Gwte2gj.png,,https://i.imgur.com/gROCbWe.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
58,d,https://i.imgur.com/o8Gvk1o.png,,https://i.imgur.com/jiVCgah.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
59,d,https://i.imgur.com/km5tbK7.png,,https://i.imgur.com/kybhRmM.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
60,a,https://i.imgur.com/m0fXjho.png,,https://i.imgur.com/OcAJ2yg.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
62,d,https://i.imgur.com/y3A4BCY.png,,https://i.imgur.com/CncBbP5.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
63,a,https://i.imgur.com/7ORMB2E.png,,https://i.imgur.com/V9AkgSy.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
64,d,https://i.imgur.com/b3RZx48.png,,https://i.imgur.com/Ig4lpc5.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
65,a,https://i.imgur.com/PdtWRut.png,,https://i.imgur.com/nGFsnCT.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
66,d,https://i.imgur.com/g6KmiC6.png,,https://i.imgur.com/Ku9c64j.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
68,b,https://i.imgur.com/sMLvm1P.png,,https://i.imgur.com/kpFIkus.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
69,d,https://i.imgur.com/I9rB6LK.png,,https://i.imgur.com/ybmuR0T.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
70,d,https://i.imgur.com/qqc0ALD.png,,https://i.imgur.com/tDeUoTb.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
71,b,https://i.imgur.com/OSK4gb3.png,,https://i.imgur.com/61Zj5cW.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
72,c,https://i.imgur.com/0YfEIDB.png,,https://i.imgur.com/2sHTu90.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
75,c,https://i.imgur.com/o7sDg97.png,,https://i.imgur.com/1jr8hWF.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
76,a,https://i.imgur.com/bD39VGK.png,,https://i.imgur.com/ycE28Zd.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
78,c,https://i.imgur.com/bqx1m6z.png,,https://i.imgur.com/lIyDg4R.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
79,d,https://i.imgur.com/got3tWN.png,,https://i.imgur.com/9mNUIZp.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
80,a,https://i.imgur.com/kprXbvC.png,https://i.imgur.com/iKCyCod.png,https://i.imgur.com/aTW6gJU.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
82,b,https://i.imgur.com/DjbOzd6.png,,https://i.imgur.com/WcJVDF1.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
83,b,https://i.imgur.com/t89vlWS.png,,https://i.imgur.com/TLKsHld.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
84,b,https://i.imgur.com/DyqjsrS.png,,https://i.imgur.com/Ok36CKC.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
85,b,https://i.imgur.com/nixgdxd.png,,https://i.imgur.com/QxNBG1A.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
86,a,https://i.imgur.com/Y82IMUp.png,,https://i.imgur.com/nZda3Bs.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
87,b,https://i.imgur.com/nw0izLs.png,https://i.imgur.com/4fOh0dm.png,https://i.imgur.com/8MDxqSC.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
88,d,https://i.imgur.com/wDfpUXP.png,https://i.imgur.com/4fOh0dm.png,https://i.imgur.com/ZbEL1yz.png,cat_quant,A,B,C,D,17.1,cat,Eng,arun sharma
1,a,https://i.imgur.com/Ry0vZQ4.png,,https://i.imgur.com/1DYhZsu.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
2,b,https://i.imgur.com/BvnvhuT.png,,https://i.imgur.com/RH6oSfp.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
3,c,https://i.imgur.com/zLas6Yj.png,,https://i.imgur.com/xo3NyOD.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
4,b,https://i.imgur.com/jc3ST80.png,,https://i.imgur.com/Ul5VNhJ.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
5,d,https://i.imgur.com/3pGCBh5.png,,https://i.imgur.com/9qpKabK.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
6,c,https://i.imgur.com/PfZ3lSP.png,,https://i.imgur.com/2w4cXjC.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
7,a,https://i.imgur.com/09x9O3K.png,,https://i.imgur.com/D73uhkF.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
8,d,https://i.imgur.com/nsHUr2z.png,,https://i.imgur.com/BeVCw1p.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
10,c,https://i.imgur.com/TS2KHXZ.png,,https://i.imgur.com/at45onr.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
11,a,https://i.imgur.com/5Njz4nL.png,,https://i.imgur.com/FKwqWSu.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
12,d,https://i.imgur.com/PKn7AcS.png,,https://i.imgur.com/ca9BxPi.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
13,c,https://i.imgur.com/MXlVUME.png,,https://i.imgur.com/q8wzSFF.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
14,b,https://i.imgur.com/jhkM6OF.png,,https://i.imgur.com/IbKPQOR.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
15,b,https://i.imgur.com/B7E0A1U.png,,https://i.imgur.com/vvlwiyT.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
16,d,https://i.imgur.com/6sfPpuO.png,,https://i.imgur.com/DzoubDJ.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
18,d,https://i.imgur.com/XfCgfBa.png,,https://i.imgur.com/ragM1WC.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
19,a,https://i.imgur.com/UpqJ0hp.png,,https://i.imgur.com/BOLF7H5.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
20,c,https://i.imgur.com/NnvhFVV.png,,https://i.imgur.com/M50EqSm.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
21,d,https://i.imgur.com/yns4yaL.png,,https://i.imgur.com/lGEhDMF.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
22,c,https://i.imgur.com/DhZIOcz.png,,https://i.imgur.com/B4eiPgP.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
23,d,https://i.imgur.com/XlvDvOt.png,,https://i.imgur.com/Uvqj95c.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
24,a,https://i.imgur.com/uCj8xBe.png,,https://i.imgur.com/wIE1KFR.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
25,d,https://i.imgur.com/Te41LAa.png,,https://i.imgur.com/oGJ7WQf.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
27,b,https://i.imgur.com/dHplf7V.png,,https://i.imgur.com/LUTDSM7.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
28,d,https://i.imgur.com/VZvMfAa.png,,https://i.imgur.com/oEV4AKT.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
29,c,https://i.imgur.com/hAhg24X.png,,https://i.imgur.com/FBpfn4N.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
31,d,https://i.imgur.com/dyr3sBf.png,,https://i.imgur.com/2GHreGL.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
32,c,https://i.imgur.com/PL2VHzZ.png,,https://i.imgur.com/4aeJ0ya.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
34,b,https://i.imgur.com/iQUkwxe.png,,https://i.imgur.com/gtL5pYO.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
36,b,https://i.imgur.com/cG15RTQ.png,,https://i.imgur.com/fs4JZn4.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
37,b,https://i.imgur.com/HSb4MbQ.png,,https://i.imgur.com/WEYUzK9.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
38,b,https://i.imgur.com/8aLh60Y.png,,https://i.imgur.com/OGJOYxF.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
39,a,https://i.imgur.com/iitNvf7.png,,https://i.imgur.com/mFTBeY1.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
40,b,https://i.imgur.com/T6YJRJv.png,,https://i.imgur.com/epvaQup.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
41,d,https://i.imgur.com/dosITOt.png,https://i.imgur.com/GueBheA.png,https://i.imgur.com/cTQLqff.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
42,a,https://i.imgur.com/qT9a2k1.png,https://i.imgur.com/GueBheA.png,https://i.imgur.com/7fekwXz.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
44,b,https://i.imgur.com/Psf2Zwr.png,,https://i.imgur.com/FmSKPil.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
45,c,https://i.imgur.com/cMYJb11.png,,https://i.imgur.com/1XVIcKZ.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
46,a,https://i.imgur.com/TtB6G5h.png,,https://i.imgur.com/O5i7pdP.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
47,d,https://i.imgur.com/MzsNdP0.png,,https://i.imgur.com/7nTJ7ak.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
48,c,https://i.imgur.com/N8VCFeT.png,,https://i.imgur.com/Qfdvm7P.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
49,a,https://i.imgur.com/QVjnpTU.png,,https://i.imgur.com/Qvpxwji.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
50,b,https://i.imgur.com/aNcHyfp.png,,https://i.imgur.com/eS8jddz.png,cat_quant,A,B,C,D,17.2,cat,Eng,arun sharma
1,b,https://i.imgur.com/UkHlOTs.png,https://i.imgur.com/AGDrWch.png,https://i.imgur.com/FO1Bmvv.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
2,a,https://i.imgur.com/6CkIFto.png,https://i.imgur.com/AGDrWch.png,https://i.imgur.com/FO1Bmvv.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
3,b,https://i.imgur.com/PmiCuGy.png,https://i.imgur.com/fubYpOb.png,https://i.imgur.com/ksw234W.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
4,a,https://i.imgur.com/XAHl3Ki.png,https://i.imgur.com/fubYpOb.png,https://i.imgur.com/ksw234W.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
5,b,https://i.imgur.com/obXFQ0f.png,https://i.imgur.com/quHeuIQ.png,https://i.imgur.com/K66PMZJ.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
6,a,https://i.imgur.com/ZCtyH4Q.png,https://i.imgur.com/quHeuIQ.png,https://i.imgur.com/K66PMZJ.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
8,a,https://i.imgur.com/6hVzFj2.png,https://i.imgur.com/quHeuIQ.png,https://i.imgur.com/K66PMZJ.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
9,c,https://i.imgur.com/7JnV8X8.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
10,b,https://i.imgur.com/J8aKuaK.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
11,a,https://i.imgur.com/TdoIFVh.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
12,d,https://i.imgur.com/LJBMXkp.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
13,c,https://i.imgur.com/C8QYb2z.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
14,b,https://i.imgur.com/SxMjsYn.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
15,a,https://i.imgur.com/aOeu8s9.png,,https://i.imgur.com/nqQARmr.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
17,c,https://i.imgur.com/Mmrn4xP.png,,https://i.imgur.com/kmS1o6T.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
18,c,https://i.imgur.com/rnuOD1t.png,,https://i.imgur.com/kmS1o6T.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
19,c,https://i.imgur.com/VFgHV1X.png,,https://i.imgur.com/kmS1o6T.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
20,a,https://i.imgur.com/or7jI5v.png,,https://i.imgur.com/kmS1o6T.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
21,d,https://i.imgur.com/ISC5ocR.png,,https://i.imgur.com/8aLcQIB.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
22,c,https://i.imgur.com/tBO4x4L.png,,https://i.imgur.com/8aLcQIB.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
23,c,https://i.imgur.com/TZUSYWL.png,,https://i.imgur.com/8aLcQIB.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
24,a,https://i.imgur.com/IoQvloU.png,,https://i.imgur.com/8aLcQIB.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
25,b,https://i.imgur.com/dcJVASB.png,,https://i.imgur.com/8aLcQIB.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
26,d,https://i.imgur.com/SMHVxg3.png,https://i.imgur.com/HH2J0wH.png,https://i.imgur.com/SwlbIlV.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
27,b,https://i.imgur.com/Qszof7f.png,https://i.imgur.com/HH2J0wH.png,https://i.imgur.com/SwlbIlV.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
28,b,https://i.imgur.com/vvJSmCt.png,https://i.imgur.com/HH2J0wH.png,https://i.imgur.com/SwlbIlV.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
29,c,https://i.imgur.com/AgsmfHs.png,https://i.imgur.com/HH2J0wH.png,https://i.imgur.com/SwlbIlV.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
30,a,https://i.imgur.com/YUHqwnx.png,https://i.imgur.com/HH2J0wH.png,https://i.imgur.com/SwlbIlV.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
31,a,https://i.imgur.com/XD4TizI.png,https://i.imgur.com/NbQn9Sc.png,https://i.imgur.com/DkeDhMT.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
32,c,https://i.imgur.com/d7gjNHv.png,https://i.imgur.com/NbQn9Sc.png,https://i.imgur.com/DkeDhMT.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
33,b,https://i.imgur.com/HloSiSm.png,https://i.imgur.com/NbQn9Sc.png,https://i.imgur.com/DkeDhMT.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
34,d,https://i.imgur.com/XwtVyqe.png,https://i.imgur.com/NbQn9Sc.png,https://i.imgur.com/DkeDhMT.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
36,c,https://i.imgur.com/TNwWymB.png,https://i.imgur.com/LnE99R7.png,https://i.imgur.com/wGIK83G.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
37,b,https://i.imgur.com/3TXJxpc.png,https://i.imgur.com/LnE99R7.png,https://i.imgur.com/V0TnTY1.png,cat_quant,A,B,C,D,19.1,cat,Eng,arun sharma
1,a,https://i.imgur.com/NSy44HF.png,https://i.imgur.com/TyIHKAK.png,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
2,c,https://i.imgur.com/fI6CkDS.png,https://i.imgur.com/TyIHKAK.png,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
3,d,https://i.imgur.com/FH83j0t.png,https://i.imgur.com/TyIHKAK.png,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
4,a,https://i.imgur.com/jUBuo3X.png,https://i.imgur.com/TyIHKAK.png,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
5,b,https://i.imgur.com/roebLDW.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
6,a,https://i.imgur.com/CyRuGBb.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
7,d,https://i.imgur.com/cJMzZgg.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
9,a,https://i.imgur.com/bwSghmA.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
10,b,https://i.imgur.com/ZjjdC4V.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
11,c,https://i.imgur.com/Xs839AI.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
12,b,https://i.imgur.com/4GvbGHk.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
13,a,https://i.imgur.com/QZmE9Hm.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
14,a,https://i.imgur.com/3YFXyxz.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
16,c,https://i.imgur.com/M0iREWr.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
17,c,https://i.imgur.com/crAHK0x.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
18,d,https://i.imgur.com/1WIFLuH.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
19,d,https://i.imgur.com/FQhV7b6.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
20,b,https://i.imgur.com/mkSMgqk.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
21,d,https://i.imgur.com/KsWNJ0x.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
22,a,https://i.imgur.com/NphHXXL.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
23,b,https://i.imgur.com/RUZYzS2.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
25,b,https://i.imgur.com/tJv6HkI.png,,,cat_quant,A,B,C,D,2.1,cat,Eng,arun sharma
1,d,https://i.imgur.com/ja5Kng7.png,https://i.imgur.com/JcatYYF.png,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
2,a,https://i.imgur.com/apOZwh0.png,https://i.imgur.com/JcatYYF.png,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
3,b,https://i.imgur.com/dZWUCXr.png,https://i.imgur.com/JcatYYF.png,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
4,c,https://i.imgur.com/dVK8beF.png,https://i.imgur.com/JcatYYF.png,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
5,c,https://i.imgur.com/nPDju46.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
6,a,https://i.imgur.com/PwG8MSK.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
7,d,https://i.imgur.com/bKvz8C6.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
8,c,https://i.imgur.com/LelyvFB.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
9,b,https://i.imgur.com/eB7Alix.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
10,c,https://i.imgur.com/Ru3h2a0.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
11,c,https://i.imgur.com/5wYcPzX.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
12,d,https://i.imgur.com/HMNnGaw.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
13,b,https://i.imgur.com/sUS1IuR.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
14,d,https://i.imgur.com/ET6XWbI.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
15,a,https://i.imgur.com/DEIwnt4.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
16,d,https://i.imgur.com/f6Ls7V1.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
17,b,https://i.imgur.com/WUdvH9W.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
18,d,https://i.imgur.com/qedD73a.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
19,b,https://i.imgur.com/TELJLDt.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
20,c,https://i.imgur.com/pumql0B.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
21,c,https://i.imgur.com/73xpe6Y.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
22,c,https://i.imgur.com/JKBGIwo.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
23,c,https://i.imgur.com/S5wx60U.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
25,a,https://i.imgur.com/hUBx7j7.png,,,cat_quant,A,B,C,D,2.2,cat,Eng,arun sharma
1,b,https://i.imgur.com/YhAmOgh.png,,,cat_quant,A,B,C,D,2.3,cat,Eng,arun sharma
2,a,https://i.imgur.com/oz8CYjO.png,,,cat_quant,A,B,C,D,2.3,cat,Eng,arun sharma
3,c,https://i.imgur.com/9cdWbsB.png,,,cat_quant,A,B,C,D,2.3,cat,Eng,arun sharma
4,d,https://i.imgur.com/mVmBFXm.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
5,d,https://i.imgur.com/TCFuxIg.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
6,a,https://i.imgur.com/7mESfkk.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
8,c,https://i.imgur.com/1xqFyqV.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
9,d,https://i.imgur.com/f6VkyWc.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
10,a,https://i.imgur.com/U602MSE.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
11,d,https://i.imgur.com/UCP0grl.png,,,,A,B,C,D,2.3,cat,Eng,arun sharma
