,QuestionLink,category,chp_name,correct,difficulty_level,direction,explanation,lang,optA,optB,optC,optD,optE,sectionType,sl.no.,sources,topic_category,usedFor
19,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(02).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(02).png,Eng,A,B,C,D,E,chemistry,2,Cengage,2,JEE
20,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(03).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(03).png,Eng,A,B,C,D,E,chemistry,3,Cengage,2,JEE
21,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(04).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(04).png,Eng,A,B,C,D,E,chemistry,4,Cengage,2,JEE
22,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(05).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(05).png,Eng,A,B,C,D,E,chemistry,5,Cengage,2,JEE
23,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(06).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(06).png,Eng,A,B,C,D,E,chemistry,6,Cengage,2,JEE
24,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(07).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(07).png,Eng,A,B,C,D,E,chemistry,7,Cengage,2,JEE
25,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(08).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(08).png,Eng,A,B,C,D,E,chemistry,8,Cengage,2,JEE
26,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(09).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(09).png,Eng,A,B,C,D,E,chemistry,9,Cengage,2,JEE
27,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(10).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(10).png,Eng,A,B,C,D,E,chemistry,10,Cengage,2,JEE
28,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(11).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(11).png,Eng,A,B,C,D,E,chemistry,11,Cengage,2,JEE
29,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(12).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(12).png,Eng,A,B,C,D,E,chemistry,12,Cengage,2,JEE
30,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(13).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(13).png,Eng,A,B,C,D,E,chemistry,13,Cengage,2,JEE
31,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(14).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(14).png,Eng,A,B,C,D,E,chemistry,14,Cengage,2,JEE
32,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(15).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(15).png,Eng,A,B,C,D,E,chemistry,15,Cengage,2,JEE
33,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(16).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(16).png,Eng,A,B,C,D,E,chemistry,16,Cengage,2,JEE
34,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(17).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(17).png,Eng,A,B,C,D,E,chemistry,17,Cengage,2,JEE
35,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(18).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(18).png,Eng,A,B,C,D,E,chemistry,18,Cengage,2,JEE
36,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(19).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(19).png,Eng,A,B,C,D,E,chemistry,19,Cengage,2,JEE
37,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(20).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(20).png,Eng,A,B,C,D,E,chemistry,20,Cengage,2,JEE
38,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(21).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(21).png,Eng,A,B,C,D,E,chemistry,21,Cengage,2,JEE
39,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(22).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(22).png,Eng,A,B,C,D,E,chemistry,22,Cengage,2,JEE
40,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(23).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(23).png,Eng,A,B,C,D,E,chemistry,23,Cengage,2,JEE
41,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(24).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(24).png,Eng,A,B,C,D,E,chemistry,24,Cengage,2,JEE
42,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(25).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(25).png,Eng,A,B,C,D,E,chemistry,25,Cengage,2,JEE
43,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(26).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(26).png,Eng,A,B,C,D,E,chemistry,26,Cengage,2,JEE
44,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(01).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(01).png,Eng,A,B,C,D,E,chemistry,1,Cengage,2,JEE
45,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(02).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(02).png,Eng,A,B,C,D,E,chemistry,2,Cengage,2,JEE
46,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(03).png,13.1,S-Block Element And Hydrogen,b,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(03).png,Eng,A,B,C,D,E,chemistry,3,Cengage,2,JEE
47,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(04).png,13.1,S-Block Element And Hydrogen,d,D,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(04).png,Eng,A,B,C,D,E,chemistry,4,Cengage,2,JEE
48,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(01).png,13.1,S-Block Element And Hydrogen,d,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(01).png,Eng,A,B,C,D,E,chemistry,5,Cengage,2,JEE
49,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(02).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(02).png,Eng,A,B,C,D,E,chemistry,6,Cengage,2,JEE
50,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(03).png,13.1,S-Block Element And Hydrogen,b,D,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(03).png,Eng,A,B,C,D,E,chemistry,7,Cengage,2,JEE
51,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(04).png,13.1,S-Block Element And Hydrogen,c,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(04).png,Eng,A,B,C,D,E,chemistry,8,Cengage,2,JEE
52,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(01).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(01).png,Eng,A,B,C,D,E,chemistry,9,Cengage,2,JEE
53,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(02).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(02).png,Eng,A,B,C,D,E,chemistry,10,Cengage,2,JEE
54,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(03).png,13.1,S-Block Element And Hydrogen,"a,b",M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(03).png,Eng,A,B,C,D,E,chemistry,11,Cengage,2,JEE
55,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(04).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(04).png,Eng,A,B,C,D,E,chemistry,12,Cengage,2,JEE
56,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(01).png,13.1,S-Block Element And Hydrogen,d,E,,,Eng,A,B,C,D,E,chemistry,1,Cengage,3,JEE
57,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(02).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(02).png,Eng,A,B,C,D,E,chemistry,2,Cengage,3,JEE
58,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(03).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(03).png,Eng,A,B,C,D,E,chemistry,3,Cengage,3,JEE
59,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(04).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(04).png,Eng,A,B,C,D,E,chemistry,4,Cengage,3,JEE
60,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(05).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(05).png,Eng,A,B,C,D,E,chemistry,5,Cengage,3,JEE
61,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(06).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(06).png,Eng,A,B,C,D,E,chemistry,6,Cengage,3,JEE
62,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(07).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(07).png,Eng,A,B,C,D,E,chemistry,7,Cengage,3,JEE
63,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(08).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(08).png,Eng,A,B,C,D,E,chemistry,8,Cengage,3,JEE
64,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(09).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(09).png,Eng,A,B,C,D,E,chemistry,9,Cengage,3,JEE
65,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(10).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(10).png,Eng,A,B,C,D,E,chemistry,10,Cengage,3,JEE
66,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(11).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(11).png,Eng,A,B,C,D,E,chemistry,11,Cengage,3,JEE
67,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(12).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(12).png,Eng,A,B,C,D,E,chemistry,12,Cengage,3,JEE
68,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(13).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(13).png,Eng,A,B,C,D,E,chemistry,13,Cengage,3,JEE
69,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(14).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(14).png,Eng,A,B,C,D,E,chemistry,14,Cengage,3,JEE
70,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(15).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(15).png,Eng,A,B,C,D,E,chemistry,15,Cengage,3,JEE
71,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(16).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(16).png,Eng,A,B,C,D,E,chemistry,16,Cengage,3,JEE
72,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(17).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(17).png,Eng,A,B,C,D,E,chemistry,17,Cengage,3,JEE
73,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(18).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(18).png,Eng,A,B,C,D,E,chemistry,18,Cengage,3,JEE
74,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(19).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(19).png,Eng,A,B,C,D,E,chemistry,19,Cengage,3,JEE
75,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(20).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(20).png,Eng,A,B,C,D,E,chemistry,20,Cengage,3,JEE
76,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(21).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(21).png,Eng,A,B,C,D,E,chemistry,21,Cengage,3,JEE
77,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(22).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(22).png,Eng,A,B,C,D,E,chemistry,22,Cengage,3,JEE
78,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(23).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(23).png,Eng,A,B,C,D,E,chemistry,23,Cengage,3,JEE
79,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(24).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(24).png,Eng,A,B,C,D,E,chemistry,24,Cengage,3,JEE
80,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(25).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(25).png,Eng,A,B,C,D,E,chemistry,25,Cengage,3,JEE
81,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(26).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(26).png,Eng,A,B,C,D,E,chemistry,26,Cengage,3,JEE
82,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(27).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(27).png,Eng,A,B,C,D,E,chemistry,27,Cengage,3,JEE
83,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(28).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(28).png,Eng,A,B,C,D,E,chemistry,28,Cengage,3,JEE
84,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(29).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(29).png,Eng,A,B,C,D,E,chemistry,29,Cengage,3,JEE
85,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(01).png,13.1,S-Block Element And Hydrogen,b,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(01).png,Eng,A,B,C,D,E,chemistry,1,Cengage,3,JEE
86,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(02).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(02).png,Eng,A,B,C,D,E,chemistry,2,Cengage,3,JEE
87,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(03).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(03).png,Eng,A,B,C,D,E,chemistry,3,Cengage,3,JEE
88,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(04).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(04).png,Eng,A,B,C,D,E,chemistry,4,Cengage,3,JEE
89,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/2(01).png,13.1,S-Block Element And Hydrogen,d,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/2(01).png,Eng,A,B,C,D,E,chemistry,5,Cengage,3,JEE
0,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(01).png,14.1,Group 13 And 14 Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(01).png,Eng,A,B,C,D,E,chemistry,1,Cengage,1,JEE
1,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(02).png,14.1,Group 13 And 14 Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(02).png,Eng,A,B,C,D,E,chemistry,2,Cengage,1,JEE
2,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(03).png,14.1,Group 13 And 14 Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(03).png,Eng,A,B,C,D,E,chemistry,3,Cengage,1,JEE
3,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(04).png,14.1,Group 13 And 14 Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(04).png,Eng,A,B,C,D,E,chemistry,4,Cengage,1,JEE
4,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(05).png,14.1,Group 13 And 14 Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(05).png,Eng,A,B,C,D,E,chemistry,5,Cengage,1,JEE
5,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(06).png,14.1,Group 13 And 14 Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(06).png,Eng,A,B,C,D,E,chemistry,6,Cengage,1,JEE
6,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(07).png,14.1,Group 13 And 14 Elements,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(07).png,Eng,A,B,C,D,E,chemistry,7,Cengage,1,JEE
7,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(08).png,14.1,Group 13 And 14 Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(08).png,Eng,A,B,C,D,E,chemistry,8,Cengage,1,JEE
8,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(09).png,14.1,Group 13 And 14 Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(09).png,Eng,A,B,C,D,E,chemistry,9,Cengage,1,JEE
9,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(10).png,14.1,Group 13 And 14 Elements,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(10).png,Eng,A,B,C,D,E,chemistry,10,Cengage,1,JEE
10,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(11).png,14.1,Group 13 And 14 Elements,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(11).png,Eng,A,B,C,D,E,chemistry,11,Cengage,1,JEE
11,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(12).png,14.1,Group 13 And 14 Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(12).png,Eng,A,B,C,D,E,chemistry,12,Cengage,1,JEE
12,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(13).png,14.1,Group 13 And 14 Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(13).png,Eng,A,B,C,D,E,chemistry,13,Cengage,1,JEE
13,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(14).png,14.1,Group 13 And 14 Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(14).png,Eng,A,B,C,D,E,chemistry,14,Cengage,1,JEE
14,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(15).png,14.1,Group 13 And 14 Elements,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(15).png,Eng,A,B,C,D,E,chemistry,15,Cengage,1,JEE
15,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(16).png,14.1,Group 13 And 14 Elements,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(16).png,Eng,A,B,C,D,E,chemistry,16,Cengage,1,JEE
16,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(17).png,14.1,Group 13 And 14 Elements,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(17).png,Eng,A,B,C,D,E,chemistry,17,Cengage,1,JEE
17,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(18).png,14.1,Group 13 And 14 Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(18).png,Eng,A,B,C,D,E,chemistry,18,Cengage,1,JEE
18,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(19).png,14.1,Group 13 And 14 Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(19).png,Eng,A,B,C,D,E,chemistry,19,Cengage,1,JEE
19,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(20).png,14.1,Group 13 And 14 Elements,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(20).png,Eng,A,B,C,D,E,chemistry,20,Cengage,1,JEE
20,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(21).png,14.1,Group 13 And 14 Elements,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(21).png,Eng,A,B,C,D,E,chemistry,21,Cengage,1,JEE
21,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(22).png,14.1,Group 13 And 14 Elements,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(22).png,Eng,A,B,C,D,E,chemistry,22,Cengage,1,JEE
22,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(23).png,14.1,Group 13 And 14 Elements,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(23).png,Eng,A,B,C,D,E,chemistry,23,Cengage,1,JEE
23,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(24).png,14.1,Group 13 And 14 Elements,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(24).png,Eng,A,B,C,D,E,chemistry,24,Cengage,1,JEE
