,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
1516,116,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (14).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1517,117,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (15).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1518,118,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (16).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1519,119,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (17).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1520,120,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (18).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1521,121,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (19).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1522,122,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (20).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1523,123,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (21).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1524,124,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (22).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1525,125,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (23).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1526,126,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (24).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1527,127,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (25).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1528,128,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (26).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1529,129,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (27).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1530,130,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (28).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1531,132,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (29).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1532,133,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (30).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1533,134,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (31).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1534,135,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (32).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1535,136,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (33).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1536,137,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (34).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1537,138,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (35).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1538,139,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (36).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1539,140,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (37).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1540,141,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (38).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1541,142,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (39).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1542,143,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (40).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1543,144,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (41).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1544,145,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (42).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1545,146,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (43).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1546,147,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (44).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1547,148,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (45).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1548,149,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (46).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1549,150,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (47).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1550,151,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (48).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1551,152,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (49).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1552,153,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (50).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1553,154,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (51).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1554,155,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (52).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1555,156,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (53).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1556,157,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (54).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1557,158,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (55).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1558,159,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (56).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1559,160,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (57).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1560,161,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (58).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1561,162,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (59).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1562,163,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (60).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1563,164,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (61).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1564,165,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (62).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1565,166,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (63).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1566,167,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (64).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1567,168,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (65).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1568,169,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (66).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1569,171,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (67).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1570,172,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (68).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1571,173,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (69).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1572,174,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (70).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1573,175,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (71).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1574,176,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (72).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1575,177,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (73).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1576,178,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (74).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1577,179,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (75).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1578,180,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (76).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1579,181,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (77).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1580,182,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (78).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1581,183,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (79).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1582,184,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (80).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1583,185,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (81).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1584,187,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (82).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1585,188,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (83).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1586,189,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (84).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1587,190,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (85).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1588,191,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (86).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1589,192,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (87).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1590,193,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (88).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1591,194,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (89).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1592,195,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (90).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1593,196,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (91).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1594,197,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (92).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1595,198,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (93).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1596,199,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (94).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1597,200,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (95).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1598,201,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (96).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1599,202,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (97).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1600,203,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (98).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1601,204,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/2 (99).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1602,205,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (01).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1603,206,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (02).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1604,207,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (03).PNG,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1605,208,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (04).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1606,209,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (05).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1607,210,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (06).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1608,211,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (07).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1609,212,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (08).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1610,213,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (09).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1611,214,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (10).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1612,215,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (11).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1613,216,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (12).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1614,217,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (13).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1615,218,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (14).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1616,219,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (15).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1617,220,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (16).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1618,221,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (17).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1619,222,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (18).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1620,223,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (19).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1621,224,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (20).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1622,225,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (21).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1623,226,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (22).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1624,227,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (23).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1625,228,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (24).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1626,229,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (25).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1627,230,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (26).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1628,231,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (27).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1629,232,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (28).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1630,233,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (29).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1631,234,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (30).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1632,235,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (31).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1633,236,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (32).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1634,237,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (33).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1635,238,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (34).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1636,239,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (35).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1637,240,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (36).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1638,241,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (37).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1639,242,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (38).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1640,243,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (39).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1641,244,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (40).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1642,245,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (41).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1643,246,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (42).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1644,247,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (43).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1645,249,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (44).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1646,250,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (45).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1647,251,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (46).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1648,252,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (47).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1649,253,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (48).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1650,254,4,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (49).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1651,255,3,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (50).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1652,256,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (51).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1653,257,2,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (52).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1654,258,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (53).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
1655,259,1,https://s3.amazonaws.com/rrbbodhi/rrb Chem ch 17 que/3 (54).png,,,general_science,31.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Industrial Chemical & Daily Science
