sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
67,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan361 (05).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (12).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
68,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan361 (06).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (13).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
69,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan362 (01).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (15).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
70,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan362 (02).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (16).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
71,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan362 (03).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (20).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
72,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (01).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (22).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
73,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (02).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (23).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
74,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (03).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (24).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
75,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (04).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (25).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
76,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (05).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (26).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
77,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (06).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_77 (27).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
78,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (07).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (02).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
79,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (08).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (03).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
80,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan363 (09).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (04).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
81,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (01).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (05).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
82,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (02).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (06).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
83,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (03).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (07).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
84,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (04).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (08).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
85,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (05).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (10).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
86,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (06).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (11).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
87,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan364 (07).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (12).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
88,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (01).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (13).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
89,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (02).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (16).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
90,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (03).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (17).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
91,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (04).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (18).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
92,d,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (05).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_78 (19).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
93,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (06).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (01).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
94,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (07).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (02).png,Chemistry_NEET,7.1,4,E,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
95,c,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan365 (08).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (03).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
96,a,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan366 (01).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (04).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
97,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan366 (02).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (05).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
98,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan366 (03).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (06).png,Chemistry_NEET,7.1,4,M,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
99,b,https://s3.amazonaws.com/chemistryiit/chemicalkineticstiny/scan366 (04).png,,https://s3.amazonaws.com/chemistryiit/chemicalkineticsolutiontiny/scan_79 (07).png,Chemistry_NEET,7.1,4,D,A,B,C,D,,JEE,Eng,LL,Chemical Kinetics
1,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (01).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
2,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (02).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
3,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (03).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
4,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (04).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
5,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (05).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
6,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (06).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (06).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
7,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (07).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (07).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
8,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (08).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (08).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
9,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (09).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (09).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
10,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (10).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (10).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
11,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan403 (11).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (11).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
12,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (12).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
13,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (13).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
14,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (14).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
15,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (15).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
16,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (16).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
17,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (06).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (17).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
18,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (07).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (18).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
19,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (08).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (19).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
20,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (09).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (20).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
21,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (10).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (21).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
22,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (11).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (22).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
23,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (12).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (23).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
24,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (13).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (24).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
25,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan404 (14).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (25).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
26,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (26).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
27,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (27).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
28,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan_83 (28).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
29,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (01).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
30,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (02).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
31,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (06).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (03).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
32,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (07).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (04).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
33,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (08).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (05).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
34,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (09).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (06).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
35,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (10).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (07).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
36,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (11).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (08).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
37,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan405 (12).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (09).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
38,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan406 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (11).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
39,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan406 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (12).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
40,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan406 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (13).png,Chemistry_NEET,8.1,2,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
41,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan406 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (14).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
42,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan406 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (17).png,Chemistry_NEET,8.1,2,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
43,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan406 (06).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (18).png,Chemistry_NEET,8.1,2,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
44,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (20).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
45,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_1 (21).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
46,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (01).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
47,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (02).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
48,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (03).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
49,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (06).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (04).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
50,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan407 (07).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (05).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
51,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan408 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (07).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
52,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan408 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (08).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
53,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan408 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (09).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
54,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan408 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (10).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
55,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan408 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (11).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
56,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan409 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (13).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
57,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan409 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (14).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
58,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan409 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (15).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
59,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan409 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (16).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
60,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan410 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (18).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
61,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan410 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_2 (19).png,Chemistry_NEET,8.1,1,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
62,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan411 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (01).png,Chemistry_NEET,8.1,1,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
63,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan411 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (02).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
64,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan411 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (03).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
65,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan411 (04).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (04).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
66,a,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan411 (05).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (05).png,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
67,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan412 (01).png,,,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
68,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan412 (02).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (06).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
69,d,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan413 (01).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_3 (07).png,Chemistry_NEET,8.1,1,E,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
70,c,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan413 (02).png,,,Chemistry_NEET,8.1,1,M,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
71,b,https://s3.amazonaws.com/chemistryiit/electrochemistrytiny/scan413 (03).png,,https://s3.amazonaws.com/chemistryiit/electochemistrysoltiny/scan84_4 (01).png,Chemistry_NEET,8.1,1,D,A,B,C,D,,JEE,Eng,LL,Electro Chemistry
