,Unnamed: 0,QuestionLink,category,chp_name,correct,difficulty_level,direction,explanation,lang,optA,optB,optC,optD,optE,sectionType,sl.no.,sources,topic_category,usedFor,,,,,,
189,3,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(04).png,13.1,S-Block Element And Hydrogen,d,D,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(04).png,Eng,A,B,C,D,E,chemistry_iit,4,Cengage,1,JEE,,,,,,
190,4,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(05).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(05).png,Eng,A,B,C,D,E,chemistry_iit,5,Cengage,1,JEE,,,,,,
191,5,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(06).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(06).png,Eng,A,B,C,D,E,chemistry_iit,6,Cengage,1,JEE,,,,,,
192,6,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(07).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(07).png,Eng,A,B,C,D,E,chemistry_iit,7,Cengage,1,JEE,,,,,,
193,7,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(08).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(08).png,Eng,A,B,C,D,E,chemistry_iit,8,Cengage,1,JEE,,,,,,
194,8,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(09).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(09).png,Eng,A,B,C,D,E,chemistry_iit,9,Cengage,1,JEE,,,,,,
195,9,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(10).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(10).PNG,Eng,A,B,C,D,E,chemistry_iit,10,Cengage,1,JEE,,,,,,
196,10,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(11).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(11).png,Eng,A,B,C,D,E,chemistry_iit,11,Cengage,1,JEE,,,,,,
197,11,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(12).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(12).png,Eng,A,B,C,D,E,chemistry_iit,12,Cengage,1,JEE,,,,,,
198,12,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(13).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(13).png,Eng,A,B,C,D,E,chemistry_iit,13,Cengage,1,JEE,,,,,,
199,13,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(14).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(14).png,Eng,A,B,C,D,E,chemistry_iit,14,Cengage,1,JEE,,,,,,
200,14,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(15).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(15).png,Eng,A,B,C,D,E,chemistry_iit,15,Cengage,1,JEE,,,,,,
201,15,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(16).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(16).png,Eng,A,B,C,D,E,chemistry_iit,16,Cengage,1,JEE,,,,,,
202,16,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(17).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(17).png,Eng,A,B,C,D,E,chemistry_iit,17,Cengage,1,JEE,,,,,,
203,17,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogenquestion/1(19).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1hydrogensolution/1(19).png,Eng,A,B,C,D,E,chemistry_iit,19,Cengage,1,JEE,,,,,,
204,18,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(01).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(01).png,Eng,A,B,C,D,E,chemistry_iit,1,Cengage,2,JEE,,,,,,
205,19,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(02).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(02).png,Eng,A,B,C,D,E,chemistry_iit,2,Cengage,2,JEE,,,,,,
206,20,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(03).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(03).png,Eng,A,B,C,D,E,chemistry_iit,3,Cengage,2,JEE,,,,,,
207,21,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(04).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(04).png,Eng,A,B,C,D,E,chemistry_iit,4,Cengage,2,JEE,,,,,,
208,22,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(05).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(05).png,Eng,A,B,C,D,E,chemistry_iit,5,Cengage,2,JEE,,,,,,
209,23,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(06).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(06).png,Eng,A,B,C,D,E,chemistry_iit,6,Cengage,2,JEE,,,,,,
210,24,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(07).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(07).png,Eng,A,B,C,D,E,chemistry_iit,7,Cengage,2,JEE,,,,,,
211,25,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(08).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(08).png,Eng,A,B,C,D,E,chemistry_iit,8,Cengage,2,JEE,,,,,,
212,26,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(09).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(09).png,Eng,A,B,C,D,E,chemistry_iit,9,Cengage,2,JEE,,,,,,
213,27,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(10).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(10).png,Eng,A,B,C,D,E,chemistry_iit,10,Cengage,2,JEE,,,,,,
214,28,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(11).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(11).png,Eng,A,B,C,D,E,chemistry_iit,11,Cengage,2,JEE,,,,,,
215,29,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(12).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(12).png,Eng,A,B,C,D,E,chemistry_iit,12,Cengage,2,JEE,,,,,,
216,30,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(13).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(13).png,Eng,A,B,C,D,E,chemistry_iit,13,Cengage,2,JEE,,,,,,
217,31,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(14).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(14).png,Eng,A,B,C,D,E,chemistry_iit,14,Cengage,2,JEE,,,,,,
218,32,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(15).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(15).png,Eng,A,B,C,D,E,chemistry_iit,15,Cengage,2,JEE,,,,,,
219,33,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(16).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(16).png,Eng,A,B,C,D,E,chemistry_iit,16,Cengage,2,JEE,,,,,,
220,34,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(17).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(17).png,Eng,A,B,C,D,E,chemistry_iit,17,Cengage,2,JEE,,,,,,
221,35,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(18).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(18).png,Eng,A,B,C,D,E,chemistry_iit,18,Cengage,2,JEE,,,,,,
222,36,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(19).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(19).png,Eng,A,B,C,D,E,chemistry_iit,19,Cengage,2,JEE,,,,,,
223,37,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(20).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(20).png,Eng,A,B,C,D,E,chemistry_iit,20,Cengage,2,JEE,,,,,,
224,38,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(21).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(21).png,Eng,A,B,C,D,E,chemistry_iit,21,Cengage,2,JEE,,,,,,
225,39,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(22).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(22).png,Eng,A,B,C,D,E,chemistry_iit,22,Cengage,2,JEE,,,,,,
226,40,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(23).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(23).png,Eng,A,B,C,D,E,chemistry_iit,23,Cengage,2,JEE,,,,,,
227,41,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(24).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(24).png,Eng,A,B,C,D,E,chemistry_iit,24,Cengage,2,JEE,,,,,,
228,42,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(25).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(25).png,Eng,A,B,C,D,E,chemistry_iit,25,Cengage,2,JEE,,,,,,
229,43,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1question/2(26).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1solution/2(26).png,Eng,A,B,C,D,E,chemistry_iit,26,Cengage,2,JEE,,,,,,
230,44,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(01).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(01).png,Eng,A,B,C,D,E,chemistry_iit,1,Cengage,2,JEE,,,,,,
231,45,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(02).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(02).png,Eng,A,B,C,D,E,chemistry_iit,2,Cengage,2,JEE,,,,,,
232,46,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(03).png,13.1,S-Block Element And Hydrogen,b,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(03).png,Eng,A,B,C,D,E,chemistry_iit,3,Cengage,2,JEE,,,,,,
233,47,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/1(04).png,13.1,S-Block Element And Hydrogen,d,D,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/1(04).png,Eng,A,B,C,D,E,chemistry_iit,4,Cengage,2,JEE,,,,,,
234,48,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(01).png,13.1,S-Block Element And Hydrogen,d,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(01).png,Eng,A,B,C,D,E,chemistry_iit,5,Cengage,2,JEE,,,,,,
235,49,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(02).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(02).png,Eng,A,B,C,D,E,chemistry_iit,6,Cengage,2,JEE,,,,,,
236,50,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(03).png,13.1,S-Block Element And Hydrogen,b,D,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(03).png,Eng,A,B,C,D,E,chemistry_iit,7,Cengage,2,JEE,,,,,,
237,51,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/2(04).png,13.1,S-Block Element And Hydrogen,c,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/2(04).png,Eng,A,B,C,D,E,chemistry_iit,8,Cengage,2,JEE,,,,,,
238,52,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(01).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(01).png,Eng,A,B,C,D,E,chemistry_iit,9,Cengage,2,JEE,,,,,,
239,53,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(02).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(02).png,Eng,A,B,C,D,E,chemistry_iit,10,Cengage,2,JEE,,,,,,
240,54,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(03).png,13.1,S-Block Element And Hydrogen,"a,b",M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(03).png,Eng,A,B,C,D,E,chemistry_iit,11,Cengage,2,JEE,,,,,,
241,55,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paraqustion/3(04).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1paradir/3.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup1parasol/3(04).png,Eng,A,B,C,D,E,chemistry_iit,12,Cengage,2,JEE,,,,,,
242,56,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(01).png,13.1,S-Block Element And Hydrogen,d,E,,,Eng,A,B,C,D,E,chemistry_iit,1,Cengage,3,JEE,,,,,,
243,57,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(02).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(02).png,Eng,A,B,C,D,E,chemistry_iit,2,Cengage,3,JEE,,,,,,
244,58,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(03).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(03).png,Eng,A,B,C,D,E,chemistry_iit,3,Cengage,3,JEE,,,,,,
245,59,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(04).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(04).png,Eng,A,B,C,D,E,chemistry_iit,4,Cengage,3,JEE,,,,,,
246,60,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(05).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(05).png,Eng,A,B,C,D,E,chemistry_iit,5,Cengage,3,JEE,,,,,,
247,61,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(06).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(06).png,Eng,A,B,C,D,E,chemistry_iit,6,Cengage,3,JEE,,,,,,
248,62,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(07).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(07).png,Eng,A,B,C,D,E,chemistry_iit,7,Cengage,3,JEE,,,,,,
249,63,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(08).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(08).png,Eng,A,B,C,D,E,chemistry_iit,8,Cengage,3,JEE,,,,,,
250,64,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(09).png,13.1,S-Block Element And Hydrogen,b,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(09).png,Eng,A,B,C,D,E,chemistry_iit,9,Cengage,3,JEE,,,,,,
251,65,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(10).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(10).png,Eng,A,B,C,D,E,chemistry_iit,10,Cengage,3,JEE,,,,,,
252,66,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(11).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(11).png,Eng,A,B,C,D,E,chemistry_iit,11,Cengage,3,JEE,,,,,,
253,67,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(12).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(12).png,Eng,A,B,C,D,E,chemistry_iit,12,Cengage,3,JEE,,,,,,
254,68,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(13).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(13).png,Eng,A,B,C,D,E,chemistry_iit,13,Cengage,3,JEE,,,,,,
255,69,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(14).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(14).png,Eng,A,B,C,D,E,chemistry_iit,14,Cengage,3,JEE,,,,,,
256,70,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(15).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(15).png,Eng,A,B,C,D,E,chemistry_iit,15,Cengage,3,JEE,,,,,,
257,71,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(16).png,13.1,S-Block Element And Hydrogen,b,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(16).png,Eng,A,B,C,D,E,chemistry_iit,16,Cengage,3,JEE,,,,,,
258,72,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(17).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(17).png,Eng,A,B,C,D,E,chemistry_iit,17,Cengage,3,JEE,,,,,,
259,73,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(18).png,13.1,S-Block Element And Hydrogen,a,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(18).png,Eng,A,B,C,D,E,chemistry_iit,18,Cengage,3,JEE,,,,,,
260,74,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(19).png,13.1,S-Block Element And Hydrogen,d,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(19).png,Eng,A,B,C,D,E,chemistry_iit,19,Cengage,3,JEE,,,,,,
261,75,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(20).png,13.1,S-Block Element And Hydrogen,a,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(20).png,Eng,A,B,C,D,E,chemistry_iit,20,Cengage,3,JEE,,,,,,
262,76,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(21).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(21).png,Eng,A,B,C,D,E,chemistry_iit,21,Cengage,3,JEE,,,,,,
263,77,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(22).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(22).png,Eng,A,B,C,D,E,chemistry_iit,22,Cengage,3,JEE,,,,,,
264,78,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(23).png,13.1,S-Block Element And Hydrogen,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(23).png,Eng,A,B,C,D,E,chemistry_iit,23,Cengage,3,JEE,,,,,,
265,79,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(24).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(24).png,Eng,A,B,C,D,E,chemistry_iit,24,Cengage,3,JEE,,,,,,
266,80,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(25).png,13.1,S-Block Element And Hydrogen,d,E,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(25).png,Eng,A,B,C,D,E,chemistry_iit,25,Cengage,3,JEE,,,,,,
267,81,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(26).png,13.1,S-Block Element And Hydrogen,c,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(26).png,Eng,A,B,C,D,E,chemistry_iit,26,Cengage,3,JEE,,,,,,
268,82,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(27).png,13.1,S-Block Element And Hydrogen,b,M,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(27).png,Eng,A,B,C,D,E,chemistry_iit,27,Cengage,3,JEE,,,,,,
269,83,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(28).png,13.1,S-Block Element And Hydrogen,c,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(28).png,Eng,A,B,C,D,E,chemistry_iit,28,Cengage,3,JEE,,,,,,
270,84,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2question/3(29).png,13.1,S-Block Element And Hydrogen,a,D,,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2sol/3(29).png,Eng,A,B,C,D,E,chemistry_iit,29,Cengage,3,JEE,,,,,,
271,85,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(01).png,13.1,S-Block Element And Hydrogen,b,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(01).png,Eng,A,B,C,D,E,chemistry_iit,1,Cengage,3,JEE,,,,,,
272,86,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(02).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(02).png,Eng,A,B,C,D,E,chemistry_iit,2,Cengage,3,JEE,,,,,,
273,87,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(03).png,13.1,S-Block Element And Hydrogen,a,E,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(03).png,Eng,A,B,C,D,E,chemistry_iit,3,Cengage,3,JEE,,,,,,
274,88,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/1(04).png,13.1,S-Block Element And Hydrogen,a,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/1.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/1(04).png,Eng,A,B,C,D,E,chemistry_iit,4,Cengage,3,JEE,,,,,,
275,89,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paraques/2(01).png,13.1,S-Block Element And Hydrogen,d,M,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2paradirl/2.png,https://s3.amazonaws.com/inorganicchemcengagepart1sblockgroup2parasol/2(01).png,Eng,A,B,C,D,E,chemistry_iit,5,Cengage,3,JEE,,,,,,
276,0,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinquestionnn/1(01).png,14.1,Group 13 And 14 Elements,c,E,,https://s3.amazonaws.com/inorganicchemcengagepart1grp13n14sinanswer/1(01).png,Eng,A,B,C,D,E,chemistry_iit,1,Cengage,1,JEE,,,,,,
