,QuestionLink,category,correct,lang,optA,optB,optC,optD,sectionType,sl.no,sources,usedFor
72,https://i.imgur.com/6hrR5na.png,3.1,d,Hindi,A,B,C,D,gk,54,INDIAN_ECONOMY,GROUP_D
73,https://i.imgur.com/mzRsuMV.png,3.1,c,Hindi,A,B,C,D,gk,55,INDIAN_ECONOMY,GROUP_D
74,https://i.imgur.com/aFvJp6H.png,3.1,c,Hindi,A,B,C,D,gk,56,INDIAN_ECONOMY,GROUP_D
75,https://i.imgur.com/1BCoMGG.png,3.1,b,Hindi,A,B,C,D,gk,57,INDIAN_ECONOMY,GROUP_D
76,https://i.imgur.com/0RSwnnB.png,3.1,b,Hindi,A,B,C,D,gk,58,INDIAN_ECONOMY,GROUP_D
77,https://i.imgur.com/2pozRGG.png,3.1,c,Hindi,A,B,C,D,gk,1,INDIAN_ECONOMY,GROUP_D
78,https://i.imgur.com/5CrQsR7.png,3.1,c,Hindi,A,B,C,D,gk,2,INDIAN_ECONOMY,GROUP_D
79,https://i.imgur.com/hKIEDlz.png,3.1,a,Hindi,A,B,C,D,gk,3,INDIAN_ECONOMY,GROUP_D
80,https://i.imgur.com/FSRpnlt.png,3.1,b,Hindi,A,B,C,D,gk,4,INDIAN_ECONOMY,GROUP_D
81,https://i.imgur.com/FoSsRxx.png,3.1,b,Hindi,A,B,C,D,gk,5,INDIAN_ECONOMY,GROUP_D
82,https://i.imgur.com/YRDplqN.png,3.1,d,Hindi,A,B,C,D,gk,6,INDIAN_ECONOMY,GROUP_D
83,https://i.imgur.com/jYl3eSN.png,3.1,c,Hindi,A,B,C,D,gk,8,INDIAN_ECONOMY,GROUP_D
84,https://i.imgur.com/ZbKL4dv.png,3.1,c,Hindi,A,B,C,D,gk,9,INDIAN_ECONOMY,GROUP_D
85,https://i.imgur.com/HbQ6VJt.png,3.1,b,Hindi,A,B,C,D,gk,10,INDIAN_ECONOMY,GROUP_D
86,https://i.imgur.com/QR5eoJI.png,3.1,c,Hindi,A,B,C,D,gk,11,INDIAN_ECONOMY,GROUP_D
87,https://i.imgur.com/oMjNdfU.png,3.1,b,Hindi,A,B,C,D,gk,12,INDIAN_ECONOMY,GROUP_D
88,https://i.imgur.com/ptqkUDO.png,3.1,a,Hindi,A,B,C,D,gk,13,INDIAN_ECONOMY,GROUP_D
89,https://i.imgur.com/N4yJBAo.png,3.1,b,Hindi,A,B,C,D,gk,14,INDIAN_ECONOMY,GROUP_D
90,https://i.imgur.com/608YHUm.png,3.1,d,Hindi,A,B,C,D,gk,15,INDIAN_ECONOMY,GROUP_D
91,https://i.imgur.com/bLpDPbC.png,3.1,c,Hindi,A,B,C,D,gk,16,INDIAN_ECONOMY,GROUP_D
92,https://i.imgur.com/fya9dKg.png,3.1,c,Hindi,A,B,C,D,gk,17,INDIAN_ECONOMY,GROUP_D
93,https://i.imgur.com/mVdMFs2.png,3.1,c,Hindi,A,B,C,D,gk,18,INDIAN_ECONOMY,GROUP_D
94,https://i.imgur.com/qC1jBxP.png,3.1,c,Hindi,A,B,C,D,gk,19,INDIAN_ECONOMY,GROUP_D
95,https://i.imgur.com/g2puPma.png,3.1,d,Hindi,A,B,C,D,gk,20,INDIAN_ECONOMY,GROUP_D
96,https://i.imgur.com/MYCNAoJ.png,3.1,a,Hindi,A,B,C,D,gk,21,INDIAN_ECONOMY,GROUP_D
97,https://i.imgur.com/HMZolDw.png,3.1,a,Hindi,A,B,C,D,gk,22,INDIAN_ECONOMY,GROUP_D
98,https://i.imgur.com/tbeY4Uo.png,3.1,c,Hindi,A,B,C,D,gk,23,INDIAN_ECONOMY,GROUP_D
99,https://i.imgur.com/1KttnBL.png,3.1,b,Hindi,A,B,C,D,gk,24,INDIAN_ECONOMY,GROUP_D
100,https://i.imgur.com/m1EOjJd.png,3.1,d,Hindi,A,B,C,D,gk,25,INDIAN_ECONOMY,GROUP_D
101,https://i.imgur.com/ivwltC1.png,3.1,b,Hindi,A,B,C,D,gk,26,INDIAN_ECONOMY,GROUP_D
102,https://i.imgur.com/f7ItFj7.png,3.1,b,Hindi,A,B,C,D,gk,27,INDIAN_ECONOMY,GROUP_D
103,https://i.imgur.com/e67TX4c.png,3.1,c,Hindi,A,B,C,D,gk,28,INDIAN_ECONOMY,GROUP_D
104,https://i.imgur.com/vnh8rcl.png,3.1,d,Hindi,A,B,C,D,gk,29,INDIAN_ECONOMY,GROUP_D
105,https://i.imgur.com/tSvvW7j.png,3.1,a,Hindi,A,B,C,D,gk,30,INDIAN_ECONOMY,GROUP_D
106,https://i.imgur.com/Qcw7VHD.png,3.1,d,Hindi,A,B,C,D,gk,31,INDIAN_ECONOMY,GROUP_D
107,https://i.imgur.com/vROcQQf.png,3.1,b,Hindi,A,B,C,D,gk,32,INDIAN_ECONOMY,GROUP_D
108,https://i.imgur.com/j5wAZkJ.png,3.1,c,Hindi,A,B,C,D,gk,33,INDIAN_ECONOMY,GROUP_D
109,https://i.imgur.com/6MinqhJ.png,3.1,c,Hindi,A,B,C,D,gk,34,INDIAN_ECONOMY,GROUP_D
110,https://i.imgur.com/2VN9UfA.png,3.1,d,Hindi,A,B,C,D,gk,35,INDIAN_ECONOMY,GROUP_D
111,https://i.imgur.com/FtmLzLE.png,3.1,d,Hindi,A,B,C,D,gk,36,INDIAN_ECONOMY,GROUP_D
112,https://i.imgur.com/J748JcT.png,3.1,b,Hindi,A,B,C,D,gk,37,INDIAN_ECONOMY,GROUP_D
113,https://i.imgur.com/m2KPRsR.png,3.1,a,Hindi,A,B,C,D,gk,38,INDIAN_ECONOMY,GROUP_D
114,https://i.imgur.com/9R01Ccd.png,3.1,c,Hindi,A,B,C,D,gk,39,INDIAN_ECONOMY,GROUP_D
115,https://i.imgur.com/wFejU0O.png,3.1,d,Hindi,A,B,C,D,gk,40,INDIAN_ECONOMY,GROUP_D
116,https://i.imgur.com/juSVglJ.png,3.1,c,Hindi,A,B,C,D,gk,41,INDIAN_ECONOMY,GROUP_D
117,https://i.imgur.com/qBm5eyZ.png,3.1,d,Hindi,A,B,C,D,gk,42,INDIAN_ECONOMY,GROUP_D
118,https://i.imgur.com/gBcMYLm.png,3.1,a,Hindi,A,B,C,D,gk,43,INDIAN_ECONOMY,GROUP_D
119,https://i.imgur.com/Nz9c50l.png,3.1,c,Hindi,A,B,C,D,gk,44,INDIAN_ECONOMY,GROUP_D
120,https://i.imgur.com/gynToE0.png,3.1,d,Hindi,A,B,C,D,gk,45,INDIAN_ECONOMY,GROUP_D
121,https://i.imgur.com/LEn7GU1.png,3.1,b,Hindi,A,B,C,D,gk,46,INDIAN_ECONOMY,GROUP_D
122,https://i.imgur.com/S3cNZkt.png,3.1,d,Hindi,A,B,C,D,gk,47,INDIAN_ECONOMY,GROUP_D
123,https://i.imgur.com/oiK5juJ.png,3.1,b,Hindi,A,B,C,D,gk,48,INDIAN_ECONOMY,GROUP_D
124,https://i.imgur.com/r8yVscr.png,3.1,b,Hindi,A,B,C,D,gk,49,INDIAN_ECONOMY,GROUP_D
125,https://i.imgur.com/7BHbB1t.png,3.1,d,Hindi,A,B,C,D,gk,50,INDIAN_ECONOMY,GROUP_D
126,https://i.imgur.com/5wPttGE.png,3.1,d,Hindi,A,B,C,D,gk,51,INDIAN_ECONOMY,GROUP_D
127,https://i.imgur.com/GwYvrV4.png,3.1,d,Hindi,A,B,C,D,gk,52,INDIAN_ECONOMY,GROUP_D
128,https://i.imgur.com/iwlvDqJ.png,3.1,d,Hindi,A,B,C,D,gk,53,INDIAN_ECONOMY,GROUP_D
129,https://i.imgur.com/NBROetB.png,3.1,b,Hindi,A,B,C,D,gk,54,INDIAN_ECONOMY,GROUP_D
130,https://i.imgur.com/0yiW3Ry.png,3.1,d,Hindi,A,B,C,D,gk,55,INDIAN_ECONOMY,GROUP_D
131,https://i.imgur.com/NrzLUlW.png,3.1,b,Hindi,A,B,C,D,gk,56,INDIAN_ECONOMY,GROUP_D
132,https://i.imgur.com/ERbp6UA.png,3.1,c,Hindi,A,B,C,D,gk,57,INDIAN_ECONOMY,GROUP_D
133,https://i.imgur.com/NVK2dbK.png,3.1,b,Hindi,A,B,C,D,gk,58,INDIAN_ECONOMY,GROUP_D
134,https://i.imgur.com/Y7OZzfJ.png,3.1,d,Hindi,A,B,C,D,gk,59,INDIAN_ECONOMY,GROUP_D
135,https://i.imgur.com/39nuMuN.png,3.1,d,Hindi,A,B,C,D,gk,60,INDIAN_ECONOMY,GROUP_D
136,https://i.imgur.com/sBHHrXo.png,3.1,d,Hindi,A,B,C,D,gk,61,INDIAN_ECONOMY,GROUP_D
137,https://i.imgur.com/JcM4mF7.png,3.1,d,Hindi,A,B,C,D,gk,62,INDIAN_ECONOMY,GROUP_D
138,https://i.imgur.com/LnvkKsp.png,3.1,a,Hindi,A,B,C,D,gk,63,INDIAN_ECONOMY,GROUP_D
139,https://i.imgur.com/ertecqf.png,3.1,a,Hindi,A,B,C,D,gk,64,INDIAN_ECONOMY,GROUP_D
140,https://i.imgur.com/DRuLF3q.png,3.1,d,Hindi,A,B,C,D,gk,65,INDIAN_ECONOMY,GROUP_D
141,https://i.imgur.com/Gt69Ror.png,3.1,b,Hindi,A,B,C,D,gk,66,INDIAN_ECONOMY,GROUP_D
142,https://i.imgur.com/iMvlIEi.png,3.1,b,Hindi,A,B,C,D,gk,67,INDIAN_ECONOMY,GROUP_D
143,https://i.imgur.com/X8YMrmL.png,3.1,c,Hindi,A,B,C,D,gk,68,INDIAN_ECONOMY,GROUP_D
144,https://i.imgur.com/6sqQp5b.png,3.1,d,Hindi,A,B,C,D,gk,69,INDIAN_ECONOMY,GROUP_D
145,https://i.imgur.com/cvZiqxP.png,3.1,d,Hindi,A,B,C,D,gk,70,INDIAN_ECONOMY,GROUP_D
146,https://i.imgur.com/7aVEE1u.png,3.1,b,Hindi,A,B,C,D,gk,71,INDIAN_ECONOMY,GROUP_D
147,https://i.imgur.com/VwmMW3A.png,3.1,a,Hindi,A,B,C,D,gk,74,INDIAN_ECONOMY,GROUP_D
148,https://i.imgur.com/EE117tU.png,3.1,a,Hindi,A,B,C,D,gk,75,INDIAN_ECONOMY,GROUP_D
149,https://i.imgur.com/Q1RUpa2.png,3.1,b,Hindi,A,B,C,D,gk,76,INDIAN_ECONOMY,GROUP_D
150,https://i.imgur.com/zCGF9qV.png,3.1,c,Hindi,A,B,C,D,gk,77,INDIAN_ECONOMY,GROUP_D
151,https://i.imgur.com/JKTtO6n.png,3.1,c,Hindi,A,B,C,D,gk,78,INDIAN_ECONOMY,GROUP_D
152,https://i.imgur.com/Cur1rYc.png,3.1,d,Hindi,A,B,C,D,gk,79,INDIAN_ECONOMY,GROUP_D
153,https://i.imgur.com/OgPL3gd.png,3.1,a,Hindi,A,B,C,D,gk,80,INDIAN_ECONOMY,GROUP_D
154,https://i.imgur.com/Zaz9p8v.png,3.1,c,Hindi,A,B,C,D,gk,81,INDIAN_ECONOMY,GROUP_D
155,https://i.imgur.com/Sl2eptc.png,3.1,c,Hindi,A,B,C,D,gk,82,INDIAN_ECONOMY,GROUP_D
156,https://i.imgur.com/4csHSHH.png,3.1,b,Hindi,A,B,C,D,gk,83,INDIAN_ECONOMY,GROUP_D
157,https://i.imgur.com/PiDHjv9.png,3.1,b,Hindi,A,B,C,D,gk,84,INDIAN_ECONOMY,GROUP_D
158,https://i.imgur.com/zBDzTuf.png,3.1,b,Hindi,A,B,C,D,gk,85,INDIAN_ECONOMY,GROUP_D
159,https://i.imgur.com/ap9W0gy.png,3.1,c,Hindi,A,B,C,D,gk,86,INDIAN_ECONOMY,GROUP_D
160,https://i.imgur.com/xKEDXNV.png,3.1,b,Hindi,A,B,C,D,gk,87,INDIAN_ECONOMY,GROUP_D
161,https://i.imgur.com/wMfVHkA.png,3.1,c,Hindi,A,B,C,D,gk,88,INDIAN_ECONOMY,GROUP_D
162,https://i.imgur.com/8xGoprb.png,3.1,a,Hindi,A,B,C,D,gk,89,INDIAN_ECONOMY,GROUP_D
163,https://i.imgur.com/9u0muFE.png,3.1,b,Hindi,A,B,C,D,gk,90,INDIAN_ECONOMY,GROUP_D
164,https://i.imgur.com/VdPolJi.png,3.1,a,Hindi,A,B,C,D,gk,91,INDIAN_ECONOMY,GROUP_D
165,https://i.imgur.com/KuQi4u9.png,3.1,c,Hindi,A,B,C,D,gk,92,INDIAN_ECONOMY,GROUP_D
166,https://i.imgur.com/6TG0GNp.png,3.1,d,Hindi,A,B,C,D,gk,93,INDIAN_ECONOMY,GROUP_D
167,https://i.imgur.com/n38M0F6.png,3.1,d,Hindi,A,B,C,D,gk,94,INDIAN_ECONOMY,GROUP_D
168,https://i.imgur.com/5F4C21z.png,3.1,c,Hindi,A,B,C,D,gk,95,INDIAN_ECONOMY,GROUP_D
169,https://i.imgur.com/lurS9eW.png,3.1,a,Hindi,A,B,C,D,gk,96,INDIAN_ECONOMY,GROUP_D
170,https://i.imgur.com/EC5zcnt.png,3.1,d,Hindi,A,B,C,D,gk,97,INDIAN_ECONOMY,GROUP_D
171,https://i.imgur.com/eqMqDj8.png,3.1,a,Hindi,A,B,C,D,gk,1,INDIAN_ECONOMY,GROUP_D
172,https://i.imgur.com/hFhNOcp.png,3.1,b,Hindi,A,B,C,D,gk,2,INDIAN_ECONOMY,GROUP_D
173,https://i.imgur.com/Vd1gy5e.png,3.1,d,Hindi,A,B,C,D,gk,3,INDIAN_ECONOMY,GROUP_D
174,https://i.imgur.com/F64i8Vw.png,3.1,d,Hindi,A,B,C,D,gk,4,INDIAN_ECONOMY,GROUP_D
175,https://i.imgur.com/V9vJ040.png,3.1,d,Hindi,A,B,C,D,gk,5,INDIAN_ECONOMY,GROUP_D
176,https://i.imgur.com/tNaAeSq.png,3.1,b,Hindi,A,B,C,D,gk,6,INDIAN_ECONOMY,GROUP_D
177,https://i.imgur.com/14jLCHf.png,3.1,c,Hindi,A,B,C,D,gk,8,INDIAN_ECONOMY,GROUP_D
178,https://i.imgur.com/OJjrX8Y.png,3.1,d,Hindi,A,B,C,D,gk,9,INDIAN_ECONOMY,GROUP_D
179,https://i.imgur.com/odweSUp.png,3.1,a,Hindi,A,B,C,D,gk,10,INDIAN_ECONOMY,GROUP_D
180,https://i.imgur.com/XnjYQo4.png,3.1,b,Hindi,A,B,C,D,gk,11,INDIAN_ECONOMY,GROUP_D
181,https://i.imgur.com/D4JFx8Y.png,3.1,c,Hindi,A,B,C,D,gk,12,INDIAN_ECONOMY,GROUP_D
182,https://i.imgur.com/QgT7M1z.png,3.1,b,Hindi,A,B,C,D,gk,13,INDIAN_ECONOMY,GROUP_D
183,https://i.imgur.com/1L7Fygq.png,3.1,c,Hindi,A,B,C,D,gk,14,INDIAN_ECONOMY,GROUP_D
184,https://i.imgur.com/B7ERUtG.png,3.1,c,Hindi,A,B,C,D,gk,15,INDIAN_ECONOMY,GROUP_D
185,https://i.imgur.com/JVYzeI8.png,3.1,c,Hindi,A,B,C,D,gk,16,INDIAN_ECONOMY,GROUP_D
186,https://i.imgur.com/A5QAZjO.png,3.1,d,Hindi,A,B,C,D,gk,17,INDIAN_ECONOMY,GROUP_D
187,https://i.imgur.com/hNeQC8u.png,3.1,d,Hindi,A,B,C,D,gk,18,INDIAN_ECONOMY,GROUP_D
188,https://i.imgur.com/EtmqWQS.png,3.1,a,Hindi,A,B,C,D,gk,19,INDIAN_ECONOMY,GROUP_D
189,https://i.imgur.com/h9xiK0b.png,3.1,a,Hindi,A,B,C,D,gk,20,INDIAN_ECONOMY,GROUP_D
190,https://i.imgur.com/ZOklgQq.png,3.1,d,Hindi,A,B,C,D,gk,22,INDIAN_ECONOMY,GROUP_D
191,https://i.imgur.com/OJZ360B.png,3.1,d,Hindi,A,B,C,D,gk,23,INDIAN_ECONOMY,GROUP_D
192,https://i.imgur.com/Kwpqaey.png,3.1,d,Hindi,A,B,C,D,gk,24,INDIAN_ECONOMY,GROUP_D
193,https://i.imgur.com/0v0Mnrt.png,3.1,b,Hindi,A,B,C,D,gk,25,INDIAN_ECONOMY,GROUP_D
194,https://i.imgur.com/Q6RZ3md.png,3.1,d,Hindi,A,B,C,D,gk,26,INDIAN_ECONOMY,GROUP_D
195,https://i.imgur.com/5dg060p.png,3.1,d,Hindi,A,B,C,D,gk,27,INDIAN_ECONOMY,GROUP_D
196,https://i.imgur.com/WLhcIE7.png,3.1,d,Hindi,A,B,C,D,gk,28,INDIAN_ECONOMY,GROUP_D
197,https://i.imgur.com/ziVLc80.png,3.1,d,Hindi,A,B,C,D,gk,29,INDIAN_ECONOMY,GROUP_D
198,https://i.imgur.com/IhpUunq.png,3.1,d,Hindi,A,B,C,D,gk,30,INDIAN_ECONOMY,GROUP_D
199,https://i.imgur.com/iTLFlS8.png,3.1,b,Hindi,A,B,C,D,gk,31,INDIAN_ECONOMY,GROUP_D
200,https://i.imgur.com/WI8YCzB.png,3.1,d,Hindi,A,B,C,D,gk,32,INDIAN_ECONOMY,GROUP_D
201,https://i.imgur.com/S85qvnw.png,3.1,d,Hindi,A,B,C,D,gk,33,INDIAN_ECONOMY,GROUP_D
202,https://i.imgur.com/gEpjFaZ.png,3.1,d,Hindi,A,B,C,D,gk,34,INDIAN_ECONOMY,GROUP_D
203,https://i.imgur.com/Yc9U8VM.png,3.1,a,Hindi,A,B,C,D,gk,35,INDIAN_ECONOMY,GROUP_D
204,https://i.imgur.com/Rdu74jx.png,3.1,a,Hindi,A,B,C,D,gk,36,INDIAN_ECONOMY,GROUP_D
205,https://i.imgur.com/WfAyhoj.png,3.1,d,Hindi,A,B,C,D,gk,37,INDIAN_ECONOMY,GROUP_D
206,https://i.imgur.com/hV8MEbG.png,3.1,c,Hindi,A,B,C,D,gk,38,INDIAN_ECONOMY,GROUP_D
207,https://i.imgur.com/hU3b9BR.png,3.1,a,Hindi,A,B,C,D,gk,39,INDIAN_ECONOMY,GROUP_D
208,https://i.imgur.com/lchyyvd.png,3.1,d,Hindi,A,B,C,D,gk,40,INDIAN_ECONOMY,GROUP_D
209,https://i.imgur.com/xp0vgcn.png,3.1,d,Hindi,A,B,C,D,gk,41,INDIAN_ECONOMY,GROUP_D
210,https://i.imgur.com/wZpGbpL.png,3.1,d,Hindi,A,B,C,D,gk,42,INDIAN_ECONOMY,GROUP_D
211,https://i.imgur.com/UPx1BnJ.png,3.1,c,Hindi,A,B,C,D,gk,43,INDIAN_ECONOMY,GROUP_D
212,https://i.imgur.com/5Hc0IM3.png,3.1,a,Hindi,A,B,C,D,gk,44,INDIAN_ECONOMY,GROUP_D
213,https://i.imgur.com/X1POAx1.png,3.1,d,Hindi,A,B,C,D,gk,45,INDIAN_ECONOMY,GROUP_D
214,https://i.imgur.com/II30QHK.png,3.1,c,Hindi,A,B,C,D,gk,46,INDIAN_ECONOMY,GROUP_D
215,https://i.imgur.com/bbZLFKU.png,3.1,b,Hindi,A,B,C,D,gk,47,INDIAN_ECONOMY,GROUP_D
216,https://i.imgur.com/UdZUCNY.png,3.1,d,Hindi,A,B,C,D,gk,48,INDIAN_ECONOMY,GROUP_D
217,https://i.imgur.com/XjFug1f.png,3.1,c,Hindi,A,B,C,D,gk,49,INDIAN_ECONOMY,GROUP_D
218,https://i.imgur.com/r2ZMdd4.png,3.1,a,Hindi,A,B,C,D,gk,50,INDIAN_ECONOMY,GROUP_D
219,https://i.imgur.com/0YOOdQs.png,3.1,b,Hindi,A,B,C,D,gk,51,INDIAN_ECONOMY,GROUP_D
220,https://i.imgur.com/n0vyrdq.png,3.1,d,Hindi,A,B,C,D,gk,52,INDIAN_ECONOMY,GROUP_D
221,https://i.imgur.com/QaZFxAG.png,3.1,a,Hindi,A,B,C,D,gk,53,INDIAN_ECONOMY,GROUP_D
222,https://i.imgur.com/clqThOS.png,3.1,b,Hindi,A,B,C,D,gk,54,INDIAN_ECONOMY,GROUP_D
223,https://i.imgur.com/8fia59z.png,3.1,c,Hindi,A,B,C,D,gk,55,INDIAN_ECONOMY,GROUP_D
224,https://i.imgur.com/zhYpZH9.png,3.1,b,Hindi,A,B,C,D,gk,56,INDIAN_ECONOMY,GROUP_D
225,https://i.imgur.com/mlH6KRw.png,3.1,a,Hindi,A,B,C,D,gk,57,INDIAN_ECONOMY,GROUP_D
226,https://i.imgur.com/pnR9VcA.png,3.1,a,Hindi,A,B,C,D,gk,58,INDIAN_ECONOMY,GROUP_D
227,https://i.imgur.com/sEYExWI.png,3.1,b,Hindi,A,B,C,D,gk,59,INDIAN_ECONOMY,GROUP_D
228,https://i.imgur.com/MA5nOgS.png,3.1,c,Hindi,A,B,C,D,gk,60,INDIAN_ECONOMY,GROUP_D
229,https://i.imgur.com/AobFjYZ.png,3.1,c,Hindi,A,B,C,D,gk,61,INDIAN_ECONOMY,GROUP_D
230,https://i.imgur.com/qa8nX3R.png,3.1,d,Hindi,A,B,C,D,gk,62,INDIAN_ECONOMY,GROUP_D
231,https://i.imgur.com/YPtgcdr.png,3.1,b,Hindi,A,B,C,D,gk,63,INDIAN_ECONOMY,GROUP_D
232,https://i.imgur.com/yfOtNWv.png,3.1,a,Hindi,A,B,C,D,gk,64,INDIAN_ECONOMY,GROUP_D
233,https://i.imgur.com/oQiVv8J.png,3.1,d,Hindi,A,B,C,D,gk,65,INDIAN_ECONOMY,GROUP_D
234,https://i.imgur.com/kcZKMpZ.png,3.1,d,Hindi,A,B,C,D,gk,66,INDIAN_ECONOMY,GROUP_D
235,https://i.imgur.com/ufPGmbd.png,3.1,c,Hindi,A,B,C,D,gk,67,INDIAN_ECONOMY,GROUP_D
236,https://i.imgur.com/FcWkhMm.png,3.1,c,Hindi,A,B,C,D,gk,68,INDIAN_ECONOMY,GROUP_D
237,https://i.imgur.com/fedmCmm.png,3.1,c,Hindi,A,B,C,D,gk,69,INDIAN_ECONOMY,GROUP_D
238,https://i.imgur.com/Y16azoy.png,3.1,a,Hindi,A,B,C,D,gk,70,INDIAN_ECONOMY,GROUP_D
239,https://i.imgur.com/7BeykYr.png,3.1,c,Hindi,A,B,C,D,gk,71,INDIAN_ECONOMY,GROUP_D
240,https://i.imgur.com/jqTDzM9.png,3.1,c,Hindi,A,B,C,D,gk,72,INDIAN_ECONOMY,GROUP_D
241,https://i.imgur.com/Mx3n5CL.png,3.1,d,Hindi,A,B,C,D,gk,74,INDIAN_ECONOMY,GROUP_D
242,https://i.imgur.com/2VzUaoE.png,3.1,c,Hindi,A,B,C,D,gk,75,INDIAN_ECONOMY,GROUP_D
243,https://i.imgur.com/y67kyFg.png,3.1,c,Hindi,A,B,C,D,gk,76,INDIAN_ECONOMY,GROUP_D
244,https://i.imgur.com/v90VXXd.png,3.1,a,Hindi,A,B,C,D,gk,77,INDIAN_ECONOMY,GROUP_D
245,https://i.imgur.com/9AlHmrJ.png,3.1,a,Hindi,A,B,C,D,gk,78,INDIAN_ECONOMY,GROUP_D
246,https://i.imgur.com/jIfeCvF.png,3.1,b,Hindi,A,B,C,D,gk,79,INDIAN_ECONOMY,GROUP_D
247,https://i.imgur.com/SVb9x22.png,3.1,d,Hindi,A,B,C,D,gk,80,INDIAN_ECONOMY,GROUP_D
248,https://i.imgur.com/zmbha9Z.png,3.1,c,Hindi,A,B,C,D,gk,81,INDIAN_ECONOMY,GROUP_D
249,https://i.imgur.com/evU9sFy.png,3.1,a,Hindi,A,B,C,D,gk,82,INDIAN_ECONOMY,GROUP_D
250,https://i.imgur.com/ITpNt1Y.png,3.1,d,Hindi,A,B,C,D,gk,83,INDIAN_ECONOMY,GROUP_D
251,https://i.imgur.com/Ve1iUji.png,3.1,c,Hindi,A,B,C,D,gk,84,INDIAN_ECONOMY,GROUP_D
252,https://i.imgur.com/fjTpKoy.png,3.1,b,Hindi,A,B,C,D,gk,86,INDIAN_ECONOMY,GROUP_D
253,https://i.imgur.com/7trEvjG.png,3.1,a,Hindi,A,B,C,D,gk,87,INDIAN_ECONOMY,GROUP_D
254,https://i.imgur.com/S8v7xsc.png,3.1,c,Hindi,A,B,C,D,gk,88,INDIAN_ECONOMY,GROUP_D
255,https://i.imgur.com/KcmsGQB.png,3.1,c,Hindi,A,B,C,D,gk,1,INDIAN_ECONOMY,GROUP_D
256,https://i.imgur.com/4TuwrfM.png,3.1,d,Hindi,A,B,C,D,gk,2,INDIAN_ECONOMY,GROUP_D
257,https://i.imgur.com/cGGqcVU.png,3.1,d,Hindi,A,B,C,D,gk,3,INDIAN_ECONOMY,GROUP_D
258,https://i.imgur.com/ANtThIg.png,3.1,c,Hindi,A,B,C,D,gk,4,INDIAN_ECONOMY,GROUP_D
259,https://i.imgur.com/zXgeNuY.png,3.1,a,Hindi,A,B,C,D,gk,6,INDIAN_ECONOMY,GROUP_D
260,https://i.imgur.com/9ctmaVE.png,3.1,b,Hindi,A,B,C,D,gk,7,INDIAN_ECONOMY,GROUP_D
261,https://i.imgur.com/90Sg5Qu.png,3.1,d,Hindi,A,B,C,D,gk,8,INDIAN_ECONOMY,GROUP_D
262,https://i.imgur.com/nhDcANO.png,3.1,b,Hindi,A,B,C,D,gk,9,INDIAN_ECONOMY,GROUP_D
263,https://i.imgur.com/nhLDGKO.png,3.1,c,Hindi,A,B,C,D,gk,10,INDIAN_ECONOMY,GROUP_D
264,https://i.imgur.com/aWPxyek.png,3.1,b,Hindi,A,B,C,D,gk,11,INDIAN_ECONOMY,GROUP_D
265,https://i.imgur.com/awmvYWG.png,3.1,a,Hindi,A,B,C,D,gk,12,INDIAN_ECONOMY,GROUP_D
266,https://i.imgur.com/1RzgdoK.png,3.1,c,Hindi,A,B,C,D,gk,13,INDIAN_ECONOMY,GROUP_D
267,https://i.imgur.com/hSW0qEn.png,3.1,b,Hindi,A,B,C,D,gk,14,INDIAN_ECONOMY,GROUP_D
268,https://i.imgur.com/8LL4viX.png,3.1,b,Hindi,A,B,C,D,gk,15,INDIAN_ECONOMY,GROUP_D
269,https://i.imgur.com/77LY2In.png,3.1,b,Hindi,A,B,C,D,gk,16,INDIAN_ECONOMY,GROUP_D
270,https://i.imgur.com/Y6dXu7T.png,3.1,b,Hindi,A,B,C,D,gk,17,INDIAN_ECONOMY,GROUP_D
271,https://i.imgur.com/P2MfxF2.png,3.1,d,Hindi,A,B,C,D,gk,18,INDIAN_ECONOMY,GROUP_D
272,https://i.imgur.com/CxxYo45.png,3.1,b,Hindi,A,B,C,D,gk,19,INDIAN_ECONOMY,GROUP_D
273,https://i.imgur.com/64EGLL3.png,3.1,d,Hindi,A,B,C,D,gk,20,INDIAN_ECONOMY,GROUP_D
274,https://i.imgur.com/yALHnHp.png,3.1,b,Hindi,A,B,C,D,gk,21,INDIAN_ECONOMY,GROUP_D
275,https://i.imgur.com/yhdlFa6.png,3.1,d,Hindi,A,B,C,D,gk,22,INDIAN_ECONOMY,GROUP_D
276,https://i.imgur.com/acX941I.png,3.1,c,Hindi,A,B,C,D,gk,23,INDIAN_ECONOMY,GROUP_D
277,https://i.imgur.com/IUzlMWj.png,3.1,a,Hindi,A,B,C,D,gk,25,INDIAN_ECONOMY,GROUP_D
278,https://i.imgur.com/fuzECP7.png,3.1,c,Hindi,A,B,C,D,gk,26,INDIAN_ECONOMY,GROUP_D
279,https://i.imgur.com/5dZ5frT.png,3.1,a,Hindi,A,B,C,D,gk,27,INDIAN_ECONOMY,GROUP_D
280,https://i.imgur.com/Wete2ZE.png,3.1,d,Hindi,A,B,C,D,gk,28,INDIAN_ECONOMY,GROUP_D
281,https://i.imgur.com/EQkqb8l.png,3.1,b,Hindi,A,B,C,D,gk,29,INDIAN_ECONOMY,GROUP_D
282,https://i.imgur.com/tiEGepw.png,3.1,c,Hindi,A,B,C,D,gk,30,INDIAN_ECONOMY,GROUP_D
283,https://i.imgur.com/hszM9Vr.png,3.1,a,Hindi,A,B,C,D,gk,31,INDIAN_ECONOMY,GROUP_D
