,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
1224,13,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (13).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (13).png,bio,29.1,2,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1225,14,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (14).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (14).png,bio,29.1,2,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1226,15,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (15).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (15).png,bio,29.1,2,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1227,16,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (16).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (16).png,bio,29.1,2,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1228,17,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (17).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (17).png,bio,29.1,4,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1229,18,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (18).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (18).png,bio,29.1,3,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1230,19,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (19).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (19).png,bio,29.1,3,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1231,20,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (20).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (20).png,bio,29.1,2,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1232,21,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/3 (21).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/3 (21).png,bio,29.1,3,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1233,1,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/4 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/4 (01).png,bio,29.1,3,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1234,2,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/4 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/4 (02).png,bio,29.1,3,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1235,3,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/4 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/4 (03).png,bio,29.1,3,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1236,1,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/5 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/5 (01).png,bio,29.1,3,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1237,2,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/5 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/5 (02).png,bio,29.1,2,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1238,3,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/5 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/5 (03).png,bio,29.1,3,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1239,4,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/5 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/5 (04).png,bio,29.1,3,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1240,5,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/5 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/5 (05).png,bio,29.1,3,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1241,1,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (01).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1242,2,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (02).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1243,3,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (03).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1244,4,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (04).png,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1245,5,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (05).png,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1246,6,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (06).png,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1247,7,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (07).png,bio,29.1,5,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1248,8,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (08).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1249,9,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (09).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1250,10,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (10).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (10).png,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1251,11,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (11).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (11).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1252,12,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (12).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (12).png,bio,29.1,5,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1253,13,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (13).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (13).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1254,14,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (14).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (14).png,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1255,15,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (15).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (15).png,bio,29.1,5,E,A,B,C,D,,NEET,Eng,Universal,Evolution
1256,16,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (16).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 SOL/6 (16).png,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1257,17,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (17).png,,,bio,29.1,5,M,A,B,C,D,,NEET,Eng,Universal,Evolution
1258,18,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (18).png,,,bio,29.1,5,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1259,19,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (19).png,,,bio,29.1,5,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1260,20,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/6 (20).png,,,bio,29.1,3,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1261,8,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/1 (08).png,,,bio,29.1,1,D,A,B,C,D,,NEET,Eng,Universal,Evolution
1262,11,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 29 QUES/1 (11).png,,,bio,29.1,1,,A,B,C,D,,NEET,Eng,Universal,Evolution
1263,1,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/42 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/42 (01).png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1264,2,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/42 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/42 (02).png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1265,3,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/42 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/42 (03).png,bio,3.1,1,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1266,4,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/42 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/42 (04).png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1267,5,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/42 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/42 (05).png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1268,6,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/43 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/43 (01).png,bio,3.1,1,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1269,7,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/43 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/43 (02).png,bio,3.1,1,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1270,8,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/43 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/43 (03).png,bio,3.1,1,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1271,9,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/44.png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/44.png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1272,10,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/45 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/45 (01).png,bio,3.1,1,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1273,11,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/45 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/45 (02).png,bio,3.1,1,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1274,12,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/46 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/46 (01).png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1275,13,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/46 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/46 (02).png,bio,3.1,1,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1276,14,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/46 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/46 (03).png,bio,3.1,1,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1277,15,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 que/47.png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 1 sol/47.png,bio,3.1,1,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1278,1,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/48 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/48 (01).png,bio,3.1,2,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1279,2,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/48 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/48 (02).png,bio,3.1,2,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1280,3,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/48 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/48 (03).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1281,4,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/48 (4).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/48 (04).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1282,5,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/49 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/49 (01).png,bio,3.1,2,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1283,6,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/49 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/49 (02).png,bio,3.1,6,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1284,7,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/49 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/49 (03).png,bio,3.1,6,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1285,8,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/50 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/50 (01).png,bio,3.1,2,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1286,9,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/50 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/50 (02).png,bio,3.1,2,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1287,10,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/50 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/50 (03).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1288,11,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/51 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/51 (01).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1289,12,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/51 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/51 (02).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1290,13,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/51 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/51 (03).png,bio,3.1,2,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1291,14,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/51 (4).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/51 (04).png,bio,3.1,2,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1292,15,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/51 (5).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/51 (05).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1293,16,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/52 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/52 (01).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1294,17,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/52 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/52 (02).png,bio,3.1,2,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1295,18,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/52 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/52 (03).png,bio,3.1,2,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1296,19,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (01).png,bio,3.1,3,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1297,20,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (02).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1298,21,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (03).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1299,22,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (4).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (04).png,bio,3.1,3,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1300,23,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (5).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (05).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1301,24,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (6).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (06).png,bio,3.1,3,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1302,25,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (7).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (07).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1303,26,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/53 (8).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/53 (08).png,bio,3.1,3,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1304,27,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/54 (1).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/54 (01).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1305,28,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/54 (2).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/54 (02).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1306,29,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/54 (3).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/54 (03).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1307,30,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 que/54 (4).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 2 sol/54 (04).png,bio,3.1,6,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1308,1,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/54 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/54 (05).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1309,2,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/54 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/54 (06).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1310,35,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/54 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/54 (07).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1311,3,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/55 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/55 (01).png,bio,3.1,2,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1312,4,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/55 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/55 (02).png,bio,3.1,3,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1313,5,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/55 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/55 (03).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1314,6,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/56 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/56 (01).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1315,7,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/56 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/56 (02).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1316,8,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/56 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/56 (03).png,bio,3.1,3,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1317,9,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/57 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/57 (01).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1318,10,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/57 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/57 (02).png,bio,3.1,3,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1319,11,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/57 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/57 (03).png,bio,3.1,4,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1320,12,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/57 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/57 (04).png,bio,3.1,4,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1321,13,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/57 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/57 (05).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1322,14,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/57 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/57 (06).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1323,15,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (01).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (01).png,bio,3.1,4,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1324,16,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (02).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (02).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1325,17,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (03).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (03).png,bio,3.1,4,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1326,18,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (04).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (04).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1327,19,a,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (05).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (05).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1328,20,d,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (06).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (06).png,bio,3.1,4,D,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1329,21,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (07).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (07).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1330,22,b,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (08).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (08).png,bio,3.1,4,E,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
1331,23,c,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 quel/58 (09).png,,https://s3.amazonaws.com/neetbodhiai/11bio chp 3 le 3 SOL/58 (09).png,bio,3.1,4,M,A,B,C,D,,NEET,Eng,Universal,Plant Kingdom
