,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
1115,30,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/6 (30).PNG,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/6 (29).png,Physics_NEET,17.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1116,1,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (01).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (01).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1117,2,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (02).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1118,3,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (03).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1119,4,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (04).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1120,5,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (05).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1121,7,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (06).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1122,8,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (07).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1123,9,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (08).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1124,10,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (09).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1125,11,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (10).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1126,12,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (11).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1127,13,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (13).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (12).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1128,14,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (14).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (13).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1129,15,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (15).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (14).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1130,16,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (16).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (15).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1131,17,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (17).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (16).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1132,18,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (18).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (17).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1133,19,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (19).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (18).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1134,20,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (20).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (19).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1135,21,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (21).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (20).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1136,22,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (22).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (21).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1137,23,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (23).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (22).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1138,24,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (24).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (23).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1139,25,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (25).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (24).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1140,26,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (26).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (25).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1141,27,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (27).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (26).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1142,28,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (28).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (27).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1143,29,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (29).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (28).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1144,30,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (30).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (29).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1145,31,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (31).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (30).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1146,32,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (32).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (31).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1147,33,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (33).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (32).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1148,34,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (34).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (33).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1149,35,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (35).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (34).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1150,36,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (36).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (35).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1151,37,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (37).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (36).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1152,39,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (39).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (37).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1153,40,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (40).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (38).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1154,41,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (41).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (39).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1155,42,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (42).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (40).png,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1156,43,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (43).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (41).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1157,44,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (44).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/7 (42).png,Physics_NEET,17.1,7,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1158,2,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (01).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1159,3,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (02).png,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1160,4,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (04).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (03).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1161,5,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (04).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1162,6,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (05).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1163,7,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (06).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1164,8,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (07).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1165,9,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (08).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1166,10,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (09).png,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1167,11,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (10).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1168,12,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (12).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (11).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1169,13,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (13).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (12).png,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1170,14,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (14).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (13).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1171,15,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (15).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (14).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1172,16,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (16).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (15).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1173,17,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (17).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (16).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1174,18,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (18).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (17).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1175,19,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (19).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (18).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1176,20,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (20).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (19).png,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1177,22,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (22).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (20).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1178,23,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (23).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (21).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1179,24,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (24).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (22).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1180,25,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (25).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (23).png,Physics_NEET,17.1,8,D,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1181,26,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (26).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (24).png,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1182,27,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (27).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (25).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1183,28,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (28).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (26).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1184,29,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (29).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (27).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1185,30,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (30).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (28).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1186,32,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (32).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (29).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1187,33,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (33).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (30).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1188,34,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (34).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/8 (31).png,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1189,2,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (02).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (01).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1190,3,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (03).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (02).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1191,5,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (05).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (03).png,Physics_NEET,17.1,9,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1192,6,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (06).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (04).png,Physics_NEET,17.1,9,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1193,7,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (07).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (05).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1194,8,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (08).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (06).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1195,9,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (09).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (07).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1196,10,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (10).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (08).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1197,11,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (11).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (09).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1198,14,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (14).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (10).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1199,15,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (15).png,,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 SOL/9 (11).png,Physics_NEET,17.1,9,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1200,4,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (04).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1201,7,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (07).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1202,13,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (13).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1203,16,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (16).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1204,18,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (18).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1205,19,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (19).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1206,41,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/1 (41).png,,,Physics_NEET,17.1,1,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1207,13,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/2 (13).png,,,Physics_NEET,17.1,2,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1208,1,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/4 (01).png,,,Physics_NEET,17.1,4,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1209,2,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/4 (02).png,,,Physics_NEET,17.1,4,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1210,3,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/4 (03).png,,,Physics_NEET,17.1,4,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1211,10,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/5 (10).png,,,Physics_NEET,17.1,5,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1212,14,a,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/5 (14).png,,,Physics_NEET,17.1,5,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1213,25,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/6 (25).png,,,Physics_NEET,17.1,6,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1214,6,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (06).png,,,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1215,38,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/7 (38).png,,,Physics_NEET,17.1,7,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1216,1,d,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (01).png,,,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1217,21,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (21).png,,,Physics_NEET,17.1,8,M,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1218,31,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/8 (31).png,,,Physics_NEET,17.1,8,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1219,1,b,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (01).png,,,Physics_NEET,17.1,9,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
1220,4,c,https://s3.amazonaws.com/trialgeometry2/phy11 chp 17 Ques/9 (04).png,,,Physics_NEET,17.1,9,E,A,B,C,D,E,NEET_XI,Eng,Universal,Waves And Sound
